table_name,field_name,language,translation,record_id
stops,stop_name,ar,الورقاء - مدرسة الشارقة الأمريكية الدولية 2,516502
stops,stop_name,ar,2 الورقاء - مدرستنا الثانوية,517502
stops,stop_name,ar,الورقاء برج الاعمال الخيرية 2,124502
stops,stop_name,ar,الورقاء بناية أسكانا 3-2,124102
stops,stop_name,ar,الورقاء بناية لا لون 2,133102
stops,stop_name,ar,الورقاء إي 21,458502
stops,stop_name,ar,2 الورقاء - سوبر ماركت ماس,519502
stops,stop_name,ar,2 الورقاء - المسجد الكبير,520502
stops,stop_name,ar,الورقاء - برج إتصالات 2,521502
stops,stop_name,ar,الورقاء د 2,457502
stops,stop_name,ar,الورقاء سي 2,456502
stops,stop_name,ar,الورقاء ب 2,455502
stops,stop_name,ar,الورقاء أ 2,454502
stops,stop_name,ar,مسجد الورقاء 2,453502
stops,stop_name,ar,مردف وسط البوابة 2-2,644502
stops,stop_name,ar,مردف وسط البوابة 1-2,643502
stops,stop_name,ar,مردف سيتي سنتر 2,642502
stops,stop_name,ar,"مردف, شارع 20ج",426501
stops,stop_name,ar,مسجد الامام ابو حنيفة 2,348002
stops,stop_name,ar,مدرسة مردف الخاصة 2,366002
stops,stop_name,ar,"محطة حافلات الراشدية ، بوابة 2",961502
stops,stop_name,ar,منطقة مردف 3-2,351002
stops,stop_name,ar,مردف المسجد الكبير 2,350002
stops,stop_name,ar,مردف سيتي سنتر,642501
stops,stop_name,ar,مردف وسط البوابة 1,643501
stops,stop_name,ar,مردف وسط البوابة 2,644501
stops,stop_name,ar,مسجد الورقاء 1,453501
stops,stop_name,ar,الورقاء أ 1,454501
stops,stop_name,ar,الورقاء ب 1,455501
stops,stop_name,ar,الورقاء سي 1,456501
stops,stop_name,ar,الورقاء د 1,457501
stops,stop_name,ar,الورقاء - برج إتصالات 1,521501
stops,stop_name,ar,الورقاء - المسجد الكبير 1,520501
stops,stop_name,ar,الورقاء - سوبر ماركت ماس 1,519501
stops,stop_name,ar,الورقاء إي 1,458501
stops,stop_name,ar,الورقاء بناية لا لون 1,133101
stops,stop_name,ar,الورقاء بناية أسكانا 3-1,124101
stops,stop_name,ar,الورقاء برج الاعمال الخيرية 1,124501
stops,stop_name,ar,الورقاء - مدرستنا الثانوية 1,517501
stops,stop_name,ar,الورقاء - مدرسة الشارقة الأمريكية الدولية 1,516501
stops,stop_name,ar,الورقاء المدرسة الاكاديمية الدولية 1,129501
stops,stop_name,ar,الورقاء برج منصور شرف 1,141001
stops,stop_name,ar,الورقاء برج إبراهيم 1,126501
stops,stop_name,ar,الورقاء بناية مجموعة الصحراء 5-1,125101
stops,stop_name,ar,الورقاء جي 1,460501
stops,stop_name,ar,الورقاء أي 1,462501
stops,stop_name,ar,الورقاء- شارع 4 - 1,119201
stops,stop_name,ar,الورقاء- شارع 7 - 1,119301
stops,stop_name,ar,الورقاء- شارع 7 - 2,119401
stops,stop_name,ar,الورقاء شارع 28 أ 1,119601
stops,stop_name,ar,"محطة حافلات الراشدية ، بوابة 9",961509
stops,stop_name,ar,محيصنة 1 الاتحاد مول 1,355101
stops,stop_name,ar,محيصنة 1 الاتحاد مول 2,355102
stops,stop_name,ar,مدرسة مردف الخاصة 1,366001
stops,stop_name,ar,1 أبتاون مردف,524501
stops,stop_name,ar,مردف - برج الإتصالات 1,408501
stops,stop_name,ar,"مردف, شارع 15, مركز اليازيه للتجميل",938501
stops,stop_name,ar,"مسجد مردف, شارع 15",423501
stops,stop_name,ar,"مردف, شارع 15",424501
stops,stop_name,ar,"مردف, شارع 18ب",425501
stops,stop_name,ar,"مردف, شارع 29ب",427501
stops,stop_name,ar,"مردف, أ 1 شارع 12",428501
stops,stop_name,ar,"مردف, ب 1 شارع 12",429501
stops,stop_name,ar,"مردف, شارع 65 أ",430501
stops,stop_name,ar,"مردف, شارع 69ب",431501
stops,stop_name,ar,مردف المسجد الكبير 1,350001
stops,stop_name,ar,منطقة مردف 3-1,351001
stops,stop_name,ar,مردف شارع 15,424701
stops,stop_name,ar,"مردف ، شارع 47 1",427701
stops,stop_name,ar,"مردف ، شارع 47 2",427801
stops,stop_name,ar,"مردف ، شارع 78 1",431701
stops,stop_name,ar,"مردف ، شارع 78 2",431801
stops,stop_name,ar,مردف 78 شارع 3,427901
stops,stop_name,ar,"مردف جولدن جيت مول ، شارع 71-2",293002
stops,stop_name,ar,محطة حافلات مترو ستاد 2-1,713101
stops,stop_name,ar,المدينة العالمية محطة السوق الصيني 2,149001
stops,stop_name,ar,المدينة العالمية فندق إيبس ستايلز,146501
stops,stop_name,ar,المدينة العالمية مدخل سوق التنين,319001
stops,stop_name,ar,"المدينة العالمية, سوق التنين 1-1",319501
stops,stop_name,ar,مكتب البريد ــ المدينة العالمية 1,321501
stops,stop_name,ar,المدينة العالمية ريفيرا الأحلام للشقق المفروشة 1-2,139102
stops,stop_name,ar,المدينة العالمية - مركز الشرطة 1,324501
stops,stop_name,ar,المدينة العالمية ــ الدفاع المدني 1,255501
stops,stop_name,ar,"المدينة العالمية, اليونان 1",150501
stops,stop_name,ar,شارع المنامة 4-1,114501
stops,stop_name,ar,"محطة حافلات الراشدية ، بوابة 3",961503
stops,stop_name,ar,1 مركز شرطة الراشدية,250001
stops,stop_name,ar,محطة بترول الامارات - الراشدية,261001
stops,stop_name,ar,الراشدية 1-2,260002
stops,stop_name,ar,شارع ند الحمر - 1,242001
stops,stop_name,ar,مبنى المطار - 3,544501
stops,stop_name,ar,مبنى المطار 1 القادمون,241102
stops,stop_name,ar,قرية الشحن,233001
stops,stop_name,ar,تقاطع الشعلة 2,189002
stops,stop_name,ar,ادارة شرطة المرور 1,273001
stops,stop_name,ar,"مبنى المطار 2 , المغادرون",464101
stops,stop_name,ar,"مبنى المطار 2, القادمون",270001
stops,stop_name,ar,تقاطع 2 الطوار 1,275002
stops,stop_name,ar,ادارة شرطة المرور 2,273002
stops,stop_name,ar,تقاطع الشعلة 1,189001
stops,stop_name,ar,تقاطع القرهود 1,232001
stops,stop_name,ar,مركز الإمارات الهندسي 1,234001
stops,stop_name,ar,البان الخليج والصفا 1,236001
stops,stop_name,ar,مسجد الراشدية الكبير,252001
stops,stop_name,ar,"الراشدية, شارع 33أ, مدرسة الجاحظ للبنين",779501
stops,stop_name,ar,"الراشدية, شارع 38",966501
stops,stop_name,ar,شارع المنامة 4-2,114502
stops,stop_name,ar,"المدينة العالمية, اليونان 2",150502
stops,stop_name,ar,المدينة العالمية ــ الدفاع المدني 2,255502
stops,stop_name,ar,مكتب البريد ــ المدينة العالمية 2,162501
stops,stop_name,ar,المدينة العالمية مدخل إي أ,145501
stops,stop_name,ar,المدينة العالمية كوسكو اللوجستية 1,144501
stops,stop_name,ar,المدينة العالمية كوسكو اللوجستية 2,144502
stops,stop_name,ar,النهدة - مدرسة الشفيلد الخاصة 1,196501
stops,stop_name,ar,النهدة - مستشفى زليخة 1,197501
stops,stop_name,ar,"الموقف الخارجي، مبنى المطار 1",556501
stops,stop_name,ar,محطة حافلات مترو الإمارات 1,235001
stops,stop_name,ar,كراج البلدية 1,237001
stops,stop_name,ar,مدرسة المواكب 1,238001
stops,stop_name,ar,دبي فيستفال ستي ــ ماركس وسبنسر 1,639501
stops,stop_name,ar,دبي فيستفال ستي إيكيا 1,640501
stops,stop_name,ar,شارع الرباط - 2-1,727001
stops,stop_name,ar,محطة بترول اينوك - ام رمول 1,728001
stops,stop_name,ar,هيبورث للبلاستيك,947001
stops,stop_name,ar,مسجد ند الحمر الكبير 2,193501
stops,stop_name,ar,مجمع رأس الخور التجاري 2,157101
stops,stop_name,ar,المدينة العالمية - الحي الفارسي او 02-1,482101
stops,stop_name,ar,المدينة العالمية - الحي الفارسي م 03-1,483101
stops,stop_name,ar,محطة المدينة العالمية - الحي اليوناني ك 12 1,484101
stops,stop_name,ar,محطة المدينة العالمية - الحي اليوناني ك 12 2,484102
stops,stop_name,ar,المدينة العالمية - الحي الفارسي م 03-2,483102
stops,stop_name,ar,المدينة العالمية - الحي الفارسي او 02-2,482102
stops,stop_name,ar,سوق الخضار والفواكه 2,345502
stops,stop_name,ar,ديلمونتي للاغذية سوق الخضار رأس الخور 2,212102
stops,stop_name,ar,مكتب الجمارك سوق الخضار رأس الخور 2,211102
stops,stop_name,ar,سوق الخضار رأس الخور جمعية الإتحاد التعاونية - 1,804001
stops,stop_name,ar,سوق الخضار رأس الخور - 1,803001
stops,stop_name,ar,مجمع رأس الخور التجاري 1,802001
stops,stop_name,ar,تقاطع راس الخور,963001
stops,stop_name,ar,مسجد ند الحمر الكبير 1,964001
stops,stop_name,ar,محطة بترول إينوك ــ أم رمول 2,514501
stops,stop_name,ar,شارع الرباط - 2-2,648102
stops,stop_name,ar,دبي فيستيفال ستي - مركز فيستيفال 1,641501
stops,stop_name,ar,دبي فيستفال ستي ــ ماركس وسبنسر 2,452102
stops,stop_name,ar,مدرسة المواكب 2,238002
stops,stop_name,ar,كراج البلدية 2,237002
stops,stop_name,ar,محطة حافلات مترو الإمارات 2,235002
stops,stop_name,ar,"النهدة 1, محطة مسجد فاطمة محمد 1",361001
stops,stop_name,ar,النهدة ــ بناية المطوع,326501
stops,stop_name,ar,شارع إي311-1 - بدون توقف,411101
stops,stop_name,ar,الورسان 1 - محطة إيبكو 1,172501
stops,stop_name,ar,بوابة مدينة دبي للأقمشة,158501
stops,stop_name,ar,مدينة دبي للأقمشة,121501
stops,stop_name,ar,المدينة العالمية ــ مدخل البحيرات 1,315501
stops,stop_name,ar,المدينة العالمية ــ الحي المغربي 1,316501
stops,stop_name,ar,المدينة العالمية ـ الحي الصيني 3-1,317501
stops,stop_name,ar,المدينة العالمية ـ الحي الصيني 2-1,318501
stops,stop_name,ar,شارع إي311-2 - بدون توقف,411102
stops,stop_name,ar,الطوار 1 شارع 16أ-1,276001
stops,stop_name,ar,الطوار 1 شارع 16سي-1,277001
stops,stop_name,ar,الطوار 1 مساكن بلدية دبي 1,278001
stops,stop_name,ar,فندق فورتشن بلازا 1,295001
stops,stop_name,ar,محطة حافلات مترو القصيص 1,200101
stops,stop_name,ar,الطوار 3 جمعية الإمارات التعاونية 1,303001
stops,stop_name,ar,محطة حافلات اتصالات 24,215124
stops,stop_name,ar,المحيصنة 2 وزارة الصحة,252101
stops,stop_name,ar,محيصنة 1 -سي1,993001
stops,stop_name,ar,شارع الجزائر 6-2,990002
stops,stop_name,ar,شارع الجزائر 5-2,400502
stops,stop_name,ar,شارع الجزائر 4-2,309502
stops,stop_name,ar,عود المطينة 2 أ 1,370501
stops,stop_name,ar,عود المطينة 2 مسجد 1,473001
stops,stop_name,ar,عود المطينة 2 ب 1,375501
stops,stop_name,ar,عود المطينة 2 جمعية الأمارات التعاونية,501501
stops,stop_name,ar,عود المطينة 2 سي 1,381001
stops,stop_name,ar,عود المطينة 2 د 1,383001
stops,stop_name,ar,عود المطينة 2 إي 1,384001
stops,stop_name,ar,عود المطينة 2 المسجد الكبير 1,416501
stops,stop_name,ar,شارع عمان 3-2,102502
stops,stop_name,ar,محطة دوار عود المطينة 1,168501
stops,stop_name,ar,محطة دوار عود المطينة 2,168502
stops,stop_name,ar,شارع عمان 2-2,167502
stops,stop_name,ar,شارع عمان 2-1,167501
stops,stop_name,ar,شارع عمان 3-1,102501
stops,stop_name,ar,عود المطينة 2 المسجد الكبير 2,236102
stops,stop_name,ar,عود المطينة 2 أف 1,409501
stops,stop_name,ar,عود المطينة 2 ج 1,413501
stops,stop_name,ar,عود المطينة 2 أتش 1,421501
stops,stop_name,ar,عود المطينة 2 أي 1,442501
stops,stop_name,ar,عود المطينة 2 جي 1,459501
stops,stop_name,ar,شارع الجزائر 6-1,990001
stops,stop_name,ar,الطوار 3 جمعية الإمارات التعاونية 2,303002
stops,stop_name,ar,شارع النهدة 2,298002
stops,stop_name,ar,محطة حافلات مترو القصيص 2,200102
stops,stop_name,ar,فندق فورتشن بلازا 2,295002
stops,stop_name,ar,الطوار 1 مساكن بلدية دبي 2,278002
stops,stop_name,ar,الطوار 1 شارع 16سي-2,277002
stops,stop_name,ar,الطوار 1 شارع 16أ-2,276002
stops,stop_name,ar,محطة حافلات مترو جي جي كو 1,604501
stops,stop_name,ar,دناتا 2,186002
stops,stop_name,ar,دوار برج الساعة 2,188002
stops,stop_name,ar,مبنى اتصالات الرئيسي 2,144002
stops,stop_name,ar,تقاطع برج نهار 2,114002
stops,stop_name,ar,تقاطع برج نهار 1,114001
stops,stop_name,ar,مبنى اتصالات الرئيسي 1,144001
stops,stop_name,ar,دوار برج الساعة 1,188001
stops,stop_name,ar,دناتا 1,186001
stops,stop_name,ar,فندق البستان روتانا 1,231001
stops,stop_name,ar,القرهود المدرسة الثانوية الهندية,606101
stops,stop_name,ar,محطة حافلات مترو جي جي كو 2,604502
stops,stop_name,ar,العوير فرع إدارة الجنسية والاقامة,603001
stops,stop_name,ar,العوير مكتب هيئة كهرباء ومياه دبي,604001
stops,stop_name,ar,العوير - 2,841001
stops,stop_name,ar,العوير 1-2,839002
stops,stop_name,ar,مدرسة العوير للبنات 2,838002
stops,stop_name,ar,مركز بلدية العوير 2,837002
stops,stop_name,ar,مدرسة العويرللأولاد 2,836002
stops,stop_name,ar,مسجد العوير 2,827002
stops,stop_name,ar,دوار الدفاع العوير 2,826002
stops,stop_name,ar,اتصالات العوير 2,825002
stops,stop_name,ar,شارع العمردي - 4-2,824002
stops,stop_name,ar,شارع العمردي - 3-2,823002
stops,stop_name,ar,شارع العمردي - 2-2,822002
stops,stop_name,ar,شارع العمردي - 1-2,821002
stops,stop_name,ar,مسجد الامام الشافعي - العمردي 2,820002
stops,stop_name,ar,خدمات الشرق للري 2,819002
stops,stop_name,ar,مدرسة الخوانيج للبنين 2,817002
stops,stop_name,ar,مزرعة بن بشر 2,816002
stops,stop_name,ar,مركز صحي الخوانيج 2,815002
stops,stop_name,ar,دوار الخوانيج 2,808002
stops,stop_name,ar,شارع الخوانيج - 3,810001
stops,stop_name,ar,شارع الخوانيج - 2-1,809001
stops,stop_name,ar,شارع الخوانيج - 1-1,814001
stops,stop_name,ar,الخدمات البيطرية - مشرف 2,813002
stops,stop_name,ar,المزهر 2 منعطف 2,812002
stops,stop_name,ar,حديقة مشرف 2,358002
stops,stop_name,ar,مسجد مشرف 2,346002
stops,stop_name,ar,محطة بترول ايبكو - مشرف2,345002
stops,stop_name,ar,محطة بترول ايبكو - مشرف1,345001
stops,stop_name,ar,مسجد مشرف 1,346001
stops,stop_name,ar,حديقة مشرف 1,358001
stops,stop_name,ar,المزهر 2 منعطف 1,812001
stops,stop_name,ar,شارع الخوانيج - 1-2,814002
stops,stop_name,ar,شارع الخوانيج - 2-2,809002
stops,stop_name,ar,دوار الخوانيج 1,808001
stops,stop_name,ar,مركز صحي الخوانيج 1,815001
stops,stop_name,ar,مزرعة بن بشر 1,816001
stops,stop_name,ar,مدرسة الخوانيج للبنين 1,817001
stops,stop_name,ar,تقاطع الروابي للالبان 1,818001
stops,stop_name,ar,خدمات الشرق للري 1,819001
stops,stop_name,ar,مسجد الامام الشافعي - العمردي 1,820001
stops,stop_name,ar,شارع العمردي - 1-1,821001
stops,stop_name,ar,شارع العمردي - 2-1,822001
stops,stop_name,ar,شارع العمردي - 3-1,823001
stops,stop_name,ar,شارع العمردي - 4-1,824001
stops,stop_name,ar,اتصالات العوير 1,825001
stops,stop_name,ar,دوار الدفاع العوير 1,826001
stops,stop_name,ar,مسجد العوير 1,827001
stops,stop_name,ar,مدرسة العويرللأولاد 1,836001
stops,stop_name,ar,مركز بلدية العوير 1,837001
stops,stop_name,ar,مدرسة العوير للبنات 1,838001
stops,stop_name,ar,العوير 1-1,839001
stops,stop_name,ar,العوير- بنك الأمارات الوطني دبي,840001
stops,stop_name,ar,محطة العوير 2,843002
stops,stop_name,ar,محطة حافلات القصيص 8,378008
stops,stop_name,ar,محيصنة 2 مسجد حمد عبد الكريم 2,156002
stops,stop_name,ar,محيصنة 2 مساكن عمال الشيراوي 2,377002
stops,stop_name,ar,محيصنة 2 مدخل 2,334002
stops,stop_name,ar,منعطف محرقة النفايات - القصيص 2,328002
stops,stop_name,ar,مركز كلداري لتعليم قيادة السيارات 2,887002
stops,stop_name,ar,مدرسة المهلب 2,228002
stops,stop_name,ar,مسجد ابوهيل 2,229102
stops,stop_name,ar,المنامة 2,227102
stops,stop_name,ar,عيادة ابوهيل 2,163002
stops,stop_name,ar,منعطف هور العنز 2,161002
stops,stop_name,ar,المعهد الديني 2,134002
stops,stop_name,ar,محطة حافلات سوق الذهب 10,100010
stops,stop_name,ar,المعهد الديني 1,134001
stops,stop_name,ar,شارع الرشيد 1,133001
stops,stop_name,ar,دوار هور العنز 1,132001
stops,stop_name,ar,منعطف هور العنز 1,161001
stops,stop_name,ar,عيادة ابوهيل 1,163001
stops,stop_name,ar,المنامة 1,158001
stops,stop_name,ar,مسجد ابوهيل 1,202001
stops,stop_name,ar,مدرسة المهلب 1,228001
stops,stop_name,ar,مان للمحركات 1,363501
stops,stop_name,ar,مركز كلداري لتعليم قيادة السيارات1,887001
stops,stop_name,ar,منعطف محرقة النفايات - القصيص 1,328001
stops,stop_name,ar,مؤسسة تاكسي دبي المكتب الرئيسي 3,335001
stops,stop_name,ar,محيصنة 2 مدخل 1,334001
stops,stop_name,ar,محيصنة 2 مساكن عمال الشيراوي 1,377001
stops,stop_name,ar,محيصنة 2 مسجد حمد عبد الكريم 1,156001
stops,stop_name,ar,محطة حافلات البراحة 1,200301
stops,stop_name,ar,محطة حافلات سوق الذهب الخارجية,195101
stops,stop_name,ar,محطة حافلات الغبيبة 7,385007
stops,stop_name,ar,دائرة الموانئ والجمارك 1,391001
stops,stop_name,ar,شارع الميناء 1,447001
stops,stop_name,ar,فندق كابيتول 1,752501
stops,stop_name,ar,الحضيبة 1,448001
stops,stop_name,ar,مسجد سهيل بن جمعة,489001
stops,stop_name,ar,مسجد راشد الحديث 1,490001
stops,stop_name,ar,مسجد راشد بن بخيت 1,535001
stops,stop_name,ar,مجلس الغريفة 1,564001
stops,stop_name,ar,مسجد سعيد ماجد باليوحة 1,566001
stops,stop_name,ar,مسجد جميرا 3- 1,567001
stops,stop_name,ar,نادي دبي للقوارب الشراعية 1,590001
stops,stop_name,ar,محطة بترول ايبكو - المنارة1,591001
stops,stop_name,ar,مسجد ابو منارة,592001
stops,stop_name,ar,ام سقيم - 1-1,608001
stops,stop_name,ar,مركز بلدية ام سقيم 1,593001
stops,stop_name,ar,مسجد سعيد بن حزيم 1,607001
stops,stop_name,ar,مكتبة ام سقيم 1,609001
stops,stop_name,ar,حديقة ام سقيم 1,610001
stops,stop_name,ar,مسجد المحاربة 1,647001
stops,stop_name,ar,وايلد وادي 1,252501
stops,stop_name,ar,فندق برج العرب 1,648001
stops,stop_name,ar,مدينة جميرا - 1,678001
stops,stop_name,ar,شارع الملك سلمان بن عبدالعزيز آل سعود 1-1,679001
stops,stop_name,ar,شارع الملك سلمان بن عبدالعزيز آل سعود - 2-1,680001
stops,stop_name,ar,شارع الملك سلمان بن عبدالعزيز آل سعود - 3-1,681001
stops,stop_name,ar,كلية دبي 1,682001
stops,stop_name,ar,فندق رويال ميراج 1-2,688002
stops,stop_name,ar,محطة ترام مدينة الاعلام 1,258501
stops,stop_name,ar,فندق لي مريديان الميناء السياحي 1,641001
stops,stop_name,ar,فندق رويال ميريديان جميرا 1,642001
stops,stop_name,ar,محطة جميرا للشقق المفروشة 1 جهة البحر,722001
stops,stop_name,ar,محطة جميرا للشقق المفروشة 2 جهة البحر,723001
stops,stop_name,ar,محطة حافلات ابن بطوطه 1,903501
stops,stop_name,ar,"مركز إبن بطوطة, ركن المطاعم 3",734001
stops,stop_name,ar,منعطف الحدائق جبل علي 2,705002
stops,stop_name,ar,محطة جميرا للشقق المفروشة 2 جهة المساكن,723002
stops,stop_name,ar,محطة جميرا للشقق المفروشة 1 جهة المساكن,722002
stops,stop_name,ar,فندق رويال ميريديان جميرا 2,642002
stops,stop_name,ar,فندق لي مريديان الميناء السياحي 2,641002
stops,stop_name,ar,محطة ترام مدينة الاعلام 2,258502
stops,stop_name,ar,فندق رويال ميراج -2-2,689002
stops,stop_name,ar,قرية المعرفة,690001
stops,stop_name,ar,مجمع فيلات تيكوم,691001
stops,stop_name,ar,كلية دبي 2,682002
stops,stop_name,ar,شارع الملك سلمان بن عبدالعزيز آل سعود 3-2,681002
stops,stop_name,ar,شارع الملك سلمان بن عبدالعزيز آل سعود 2-2,680002
stops,stop_name,ar,شارع الملك سلمان بن عبدالعزيز آل سعود 1-2,679002
stops,stop_name,ar,مدينة جميرا - 2,678002
stops,stop_name,ar,فندق برج العرب 2,648002
stops,stop_name,ar,وايلد وادي 2,252502
stops,stop_name,ar,مسجد المحاربة 2,647002
stops,stop_name,ar,حديقة ام سقيم 2,610002
stops,stop_name,ar,مكتبة ام سقيم 2,609002
stops,stop_name,ar,مسجد سعيد بن حزيم 2,607002
stops,stop_name,ar,مركز بلدية ام سقيم 2,593002
stops,stop_name,ar,ام سقيم - 1-2,608002
stops,stop_name,ar,مسجد عبد الله مليحه,594001
stops,stop_name,ar,محطة بترول ايبكو - المنارة2,591002
stops,stop_name,ar,نادي دبي للقوارب الشراعية 2,590002
stops,stop_name,ar,مسجد جميرا 3 - 2,567002
stops,stop_name,ar,مسجد سعيد ماجد باليوحة 2,566002
stops,stop_name,ar,مجلس الغريفة 2,564002
stops,stop_name,ar,نادي شاطئ هليتون 2,533002
stops,stop_name,ar,مسجد راشد بن بخيت 2,535002
stops,stop_name,ar,مسجد راشد الحديث 2,490002
stops,stop_name,ar,الحضيبة 2,448002
stops,stop_name,ar,فندق كابيتول 2,752502
stops,stop_name,ar,شارع الميناء 2,447002
stops,stop_name,ar,دائرة الموانئ والجمارك 2,391002
stops,stop_name,ar,محطة حافلات مترو الغبيبة,201101
stops,stop_name,ar,"الورسان 3, سكن موظفين هيئة الطرق والمواصلات 2",270102
stops,stop_name,ar,معهد مواصلات الامارات للسياقة 2,380002
stops,stop_name,ar,مشتل بلدية دبي 2,469502
stops,stop_name,ar,الورسان 3 حضانة دبي 2,655002
stops,stop_name,ar,سوق دبي للطيور والحيوانات الأليفة 2,469002
stops,stop_name,ar,فلاي دبي المقر الرئيسي,661001
stops,stop_name,ar,سوق دبي للطيور والحيوانات الأليفة 1,469001
stops,stop_name,ar,الورسان 3 حضانة دبي 1,655001
stops,stop_name,ar,مركز العوير لفحص المركبات 2,103502
stops,stop_name,ar,شارع بيروت 1,156501
stops,stop_name,ar,الإمارات للهندسة 1,346501
stops,stop_name,ar,روضة شرطة دبي الخاصة,304501
stops,stop_name,ar,مدرسة مارية القبطية 2,924002
stops,stop_name,ar,مدرسة الشيخ راشد الباكستانية 1,881001
stops,stop_name,ar,مدرسة مارية القبطية 1,924001
stops,stop_name,ar,الإمارات للهندسة 2,346502
stops,stop_name,ar,"المدينة العالمية, سوق التنين 1-2",319502
stops,stop_name,ar,المدينة العالمية ـ الحي الصيني 2-2,318502
stops,stop_name,ar,المدينة العالمية ـ الحي الصيني 3-2,317502
stops,stop_name,ar,المدينة العالمية ــ الحي المغربي 2,316502
stops,stop_name,ar,العويرادارة معالجة مياه الصرف الصحي 2,122502
stops,stop_name,ar,مشتل بلدية دبي 1,469501
stops,stop_name,ar,معهد مواصلات الامارات للسياقة 1,380001
stops,stop_name,ar,"الورسان 3, سكن موظفين هيئة الطرق والمواصلات",270101
stops,stop_name,ar,"الورسان 3, مركز تدريب الدفاع المدني",456101
stops,stop_name,ar,محطة حافلات سوق الذهب 24,100024
stops,stop_name,ar,عيادة الراشدية البيطرية,253001
stops,stop_name,ar,مركز شرطة الراشدية 2,250002
stops,stop_name,ar,مدرسة العمردي للبنين 1,811001
stops,stop_name,ar,الخوانيج -1-1,844001
stops,stop_name,ar,مسجد قصر الخوانيج 1,845001
stops,stop_name,ar,مربط الفيصل 1,846001
stops,stop_name,ar,جمعية النهضة النسائية - الخوانيج 1,847001
stops,stop_name,ar,الخوانيج مدرسة العتبه الابتدائية,847101
stops,stop_name,ar,جمعية النهضة النسائية - الخوانيج 2,847002
stops,stop_name,ar,مربط الفيصل 2,846002
stops,stop_name,ar,مسجد قصر الخوانيج 2,845002
stops,stop_name,ar,الخوانيج -1-2,844002
stops,stop_name,ar,مدرسة العمردي للبنين 2,811002
stops,stop_name,ar,العوير شارع الدفاع 1-1,828001
stops,stop_name,ar,العوير اسطبل للشيخة حصة بنت حمدان آل مكتوم 1,829001
stops,stop_name,ar,العوير القصر 1,830001
stops,stop_name,ar,العوير مدرسة الواحة 1,831001
stops,stop_name,ar,العوير شارع الدفاع 2-1,832001
stops,stop_name,ar,العوير شارع الدفاع 3-1,833001
stops,stop_name,ar,العوير شارع الدفاع 4-1,834001
stops,stop_name,ar,العوير مسجد مصعب بن عمير الدفاع 1,515101
stops,stop_name,ar,العوير الدفاع 1,514101
stops,stop_name,ar,العوير مسجد مصعب بن عمير الدفاع 2,515102
stops,stop_name,ar,العوير شارع الدفاع 4-2,834002
stops,stop_name,ar,العوير شارع الدفاع 3-2,833002
stops,stop_name,ar,العوير مدرسة الواحة 2,831002
stops,stop_name,ar,العوير القصر 2,830002
stops,stop_name,ar,العوير اسطبل للشيخة حصة بنت حمدان آل مكتوم 2,829002
stops,stop_name,ar,العوير شارع الدفاع 1-2,828002
stops,stop_name,ar,محطة حافلات سوق الذهب 7,100007
stops,stop_name,ar,شارع بيروت 2-2,157502
stops,stop_name,ar,قرية الراشدية,240001
stops,stop_name,ar,سوق الخضار رأس الخور - 2,803002
stops,stop_name,ar,سوق الخضار رأس الخور جمعية الإتحاد التعاونية - 2,804002
stops,stop_name,ar,دوكامز رأس الخور - 2-2,801002
stops,stop_name,ar,دوكامز رأس الخور - 1-2,800002
stops,stop_name,ar,معرض السيارات المستعملة - 3,807001
stops,stop_name,ar,معرض السيارات المستعملة - 1-2,805002
stops,stop_name,ar,رأس الخور - 9-2,962002
stops,stop_name,ar,التعاون للنقليات - راس الخور,953001
stops,stop_name,ar,ميجا ستار التجارية - راس الخور,954001
stops,stop_name,ar,راس الخور أية التجارية,955001
stops,stop_name,ar,رحماني التجارية - راس الخور,956001
stops,stop_name,ar,اريج التجارية - راس الخور,957001
stops,stop_name,ar,رأس الخور - 4-2,796002
stops,stop_name,ar,رأس الخور - 3-2,795002
stops,stop_name,ar,رأس الخور 2-2,793002
stops,stop_name,ar,محطة راس الخور 1,960001
stops,stop_name,ar,شارع عدن -2-2,959002
stops,stop_name,ar,مبارك للنقليات - راس الخور 2,958002
stops,stop_name,ar,رأس الخور - 1-1,792001
stops,stop_name,ar,رأس الخور 2-1,793001
stops,stop_name,ar,رأس الخور - 3-1,795001
stops,stop_name,ar,رأس الخور - 4-1,796001
stops,stop_name,ar,جمارك رأس الخور,794001
stops,stop_name,ar,رأس الخور 5-1,797001
stops,stop_name,ar,رأس الخور 6-1,798001
stops,stop_name,ar,رأس الخور 7-1,799001
stops,stop_name,ar,رأس الخور - 8,961001
stops,stop_name,ar,رأس الخور - 9-1,962001
stops,stop_name,ar,رأس الخور 10,952001
stops,stop_name,ar,رأس الخور 11,997001
stops,stop_name,ar,معرض السيارات المستعملة - 1-1,805001
stops,stop_name,ar,معرض السيارات المستعملة - 2,806001
stops,stop_name,ar,دوكامز رأس الخور - 1-1,800001
stops,stop_name,ar,دوكامز رأس الخور - 2-1,801001
stops,stop_name,ar,الدفاع المدني - الراشدية 1,243001
stops,stop_name,ar,شارع بيروت 2-1,157501
stops,stop_name,ar,الطوار جمعية الإتحاد التعاونية 2,292002
stops,stop_name,ar,محطة حافلات سوق الذهب 6,100006
stops,stop_name,ar,حديقة نايف1,238501
stops,stop_name,ar,ديرة - ميدان بني ياس 1,120001
