o_zone_id,d_zone_id,dist_km,volume
0,0,0.0,0.0
0,1,0.9946530429169422,0.0
0,2,1.9893060918948198,0.0
0,3,2.983959137892634,0.0
0,4,3.9786121779101586,0.0
0,5,4.973265212571632,0.0
0,6,5.967918240084981,0.0
0,7,6.962571260556661,0.0
0,8,7.957224270274495,0.0
0,9,8.95187726986991,0.0
0,10,1.768988967237887,0.0
0,11,2.0294792248305655,0.0
0,12,2.662175389327755,0.0
0,13,3.4690773381406936,0.0
0,14,4.354393783730907,0.0
0,15,5.278818116062728,0.0
0,16,6.224951725014591,0.0
0,17,7.184222642395357,0.0
0,18,8.151994457047635,0.0
0,19,9.1255629894083,0.0
0,20,3.5379779367287854,0.0
0,21,3.6751708892152335,0.0
0,22,4.059022124290185,0.0
0,23,4.628566355005021,0.0
0,24,5.324544930316736,0.0
0,25,6.103860844819129,0.0
0,26,6.938489889255935,0.0
0,27,7.810720380098291,0.0
0,28,8.70926230281986,0.0
0,29,9.62675090050281,0.0
0,30,5.306966905630867,0.0
0,31,5.39940923548983,0.0
0,32,5.667696812099479,0.0
0,33,6.088628656234099,0.0
0,34,6.633208525188939,0.0
0,35,7.2737168209171985,0.0
0,36,7.987108489691827,0.0
0,37,8.75558634108946,0.0
0,38,9.56588348123602,0.0
0,39,10.408237399119393,0.0
0,40,7.075955873649719,0.0
0,41,7.145558271030942,0.0
0,42,7.350412058474645,0.0
0,43,7.679701478584075,0.0
0,44,8.118298779643265,0.0
0,45,8.649591795352984,0.0
0,46,9.257634913901057,0.0
0,47,9.92833686697683,0.0
0,48,10.649865932008291,0.0
0,49,11.41258596564877,0.0
0,50,8.844944842528859,0.0
0,51,8.9007319819562,0.0
0,52,9.066033943376693,0.0
0,53,9.335034771450832,0.0
0,54,9.699110163120933,0.0
0,55,10.148032457066588,0.0
0,56,10.671098748586102,0.0
0,57,11.25797917801956,0.0
0,58,11.89923538173508,0.0
0,59,12.586559137917888,0.0
0,60,10.613933810954894,0.0
0,61,10.66047374708665,0.0
0,62,10.798890184477942,0.0
0,63,11.025723425106579,0.0
0,64,11.335666895354851,0.0
0,65,11.722129923085546,0.0
0,66,12.177829646849661,0.0
0,67,12.69531247487232,0.0
0,68,13.267350965471596,0.0
0,69,13.887205019275832,0.0
0,70,12.38292277928844,0.0
0,71,12.422842472354501,0.0
0,72,12.541839207405378,0.0
0,73,12.737696942250626,0.0
0,74,13.006944033095426,0.0
0,75,13.345139182177233,0.0
0,76,13.747194747307635,0.0
0,77,14.20769031058875,0.0
0,78,14.721142662738933,0.0
0,79,15.282215002791991,0.0
0,80,14.151911747881007,0.0
0,81,14.18685918638941,0.0
0,82,14.2911887519712,0.0
0,83,14.463399089158061,0.0
0,84,14.701104902197601,0.0
0,85,15.001193029416266,0.0
0,86,15.360007618798123,0.0
0,87,15.773541470670756,0.0
0,88,16.237614407500704,0.0
0,89,16.748025774625454,0.0
0,90,15.920900716513954,0.0
0,91,15.95197718004389,0.0
0,92,16.04484543158333,0.0
0,93,16.19844271897017,0.0
0,94,16.411063973045025,0.0
0,95,16.680452256762507,0.0
0,96,17.003909750414703,0.0
0,97,17.378417607885865,0.0
0,98,17.80075399210121,0.0
0,99,18.2676018987137,0.0
1,0,0.9946530429169422,0.0
1,1,0.0,0.0
1,2,0.9946530429169422,0.0
1,3,1.9893060918948198,0.0
1,4,2.983959137892634,0.0
1,5,3.9786121779101586,0.0
1,6,4.973265212571632,0.0
1,7,5.967918240084981,0.0
1,8,6.962571260556661,0.0
1,9,7.957224270274495,0.0
1,10,2.0294792248305655,0.0
1,11,1.768988967237887,0.0
1,12,2.0294792248305655,0.0
1,13,2.662175389327755,0.0
1,14,3.4690773381406936,0.0
1,15,4.354393783730907,0.0
1,16,5.278818116062728,0.0
1,17,6.224951725014591,0.0
1,18,7.184222642395357,0.0
1,19,8.151994457047635,0.0
1,20,3.6751708892152335,0.0
1,21,3.5379779367287854,0.0
1,22,3.6751708892152335,0.0
1,23,4.059022124290185,0.0
1,24,4.628566355005021,0.0
1,25,5.324544930316736,0.0
1,26,6.103860844819129,0.0
1,27,6.938489889255935,0.0
1,28,7.810720380098291,0.0
1,29,8.70926230281986,0.0
1,30,5.39940923548983,0.0
1,31,5.306966905630867,0.0
1,32,5.39940923548983,0.0
1,33,5.667696812099479,0.0
1,34,6.088628656234099,0.0
1,35,6.633208525188939,0.0
1,36,7.2737168209171985,0.0
1,37,7.987108489691827,0.0
1,38,8.75558634108946,0.0
1,39,9.56588348123602,0.0
1,40,7.145558271030942,0.0
1,41,7.075955873649719,0.0
1,42,7.145558271030942,0.0
1,43,7.350412058474645,0.0
1,44,7.679701478584075,0.0
1,45,8.118298779643265,0.0
1,46,8.649591795352984,0.0
1,47,9.257634913901057,0.0
1,48,9.92833686697683,0.0
1,49,10.649865932008291,0.0
1,50,8.9007319819562,0.0
1,51,8.844944842528859,0.0
1,52,8.9007319819562,0.0
1,53,9.066033943376693,0.0
1,54,9.335034771450832,0.0
1,55,9.699110163120933,0.0
1,56,10.148032457066588,0.0
1,57,10.671098748586102,0.0
1,58,11.25797917801956,0.0
1,59,11.89923538173508,0.0
1,60,10.66047374708665,0.0
1,61,10.613933810954894,0.0
1,62,10.66047374708665,0.0
1,63,10.798890184477942,0.0
1,64,11.025723425106579,0.0
1,65,11.335666895354851,0.0
1,66,11.722129923085546,0.0
1,67,12.177829646849661,0.0
1,68,12.69531247487232,0.0
1,69,13.267350965471596,0.0
1,70,12.422842472354501,0.0
1,71,12.38292277928844,0.0
1,72,12.422842472354501,0.0
1,73,12.541839207405378,0.0
1,74,12.737696941896845,0.0
1,75,13.006944033095426,0.0
1,76,13.345139182177233,0.0
1,77,13.747194747307635,0.0
1,78,14.20769031058875,0.0
1,79,14.721142662738933,0.0
1,80,14.18685918638941,0.0
1,81,14.151911747881007,0.0
1,82,14.18685918638941,0.0
1,83,14.2911887519712,0.0
1,84,14.463399089158061,0.0
1,85,14.701104902197601,0.0
1,86,15.001193029416266,0.0
1,87,15.360007618798123,0.0
1,88,15.773541470670756,0.0
1,89,16.237614407500704,0.0
1,90,15.95197718004389,0.0
1,91,15.920900716513954,0.0
1,92,15.95197718004389,0.0
1,93,16.04484543158333,0.0
1,94,16.19844271924837,0.0
1,95,16.41106397277043,0.0
1,96,16.680452256762507,0.0
1,97,17.003909750414703,0.0
1,98,17.378417607885865,0.0
1,99,17.80075399210121,0.0
2,0,1.9893060918948198,0.0
2,1,0.9946530429169422,0.0
2,2,0.0,0.0
2,3,0.9946530429169422,0.0
2,4,1.9893060918948198,0.0
2,5,2.983959137892634,0.0
2,6,3.9786121779101586,0.0
2,7,4.973265212571632,0.0
2,8,5.967918240084981,0.0
2,9,6.962571260556661,0.0
2,10,2.662175389327755,0.0
2,11,2.0294792248305655,0.0
2,12,1.768988967237887,0.0
2,13,2.0294792248305655,0.0
2,14,2.662175389327755,0.0
2,15,3.4690773381406936,0.0
2,16,4.354393783730907,0.0
2,17,5.278818116062728,0.0
2,18,6.224951725014591,0.0
2,19,7.184222642395357,0.0
2,20,4.059022124290185,0.0
2,21,3.6751708892152335,0.0
2,22,3.5379779367287854,0.0
2,23,3.6751708892152335,0.0
2,24,4.059022124290185,0.0
2,25,4.628566355005021,0.0
2,26,5.324544930316736,0.0
2,27,6.103860844819129,0.0
2,28,6.938489889255935,0.0
2,29,7.810720380098291,0.0
2,30,5.667696812099479,0.0
2,31,5.39940923548983,0.0
2,32,5.306966905630867,0.0
2,33,5.39940923548983,0.0
2,34,5.667696812099479,0.0
2,35,6.088628656234099,0.0
2,36,6.633208525188939,0.0
2,37,7.2737168209171985,0.0
2,38,7.987108489691827,0.0
2,39,8.75558634108946,0.0
2,40,7.350412058474645,0.0
2,41,7.145558271030942,0.0
2,42,7.075955873649719,0.0
2,43,7.145558271030942,0.0
2,44,7.350412058474645,0.0
2,45,7.679701478584075,0.0
2,46,8.118298779643265,0.0
2,47,8.649591795352984,0.0
2,48,9.257634913901057,0.0
2,49,9.92833686697683,0.0
2,50,9.066033943376693,0.0
2,51,8.9007319819562,0.0
2,52,8.844944842528859,0.0
2,53,8.9007319819562,0.0
2,54,9.066033943376693,0.0
2,55,9.335034771450832,0.0
2,56,9.699110163120933,0.0
2,57,10.148032457066588,0.0
2,58,10.671098748586102,0.0
2,59,11.25797917801956,0.0
2,60,10.798890184477942,0.0
2,61,10.66047374708665,0.0
2,62,10.613933810954894,0.0
2,63,10.66047374708665,0.0
2,64,10.798890184477942,0.0
2,65,11.025723425106579,0.0
2,66,11.335666895354851,0.0
2,67,11.722129923085546,0.0
2,68,12.177829646849661,0.0
2,69,12.69531247487232,0.0
2,70,12.541839207405378,0.0
2,71,12.422842472354501,0.0
2,72,12.38292277928844,0.0
2,73,12.422842472354501,0.0
2,74,12.541839207405378,0.0
2,75,12.737696942250626,0.0
2,76,13.006944033095426,0.0
2,77,13.345139182177233,0.0
2,78,13.747194747307635,0.0
2,79,14.20769031058875,0.0
2,80,14.2911887519712,0.0
2,81,14.18685918638941,0.0
2,82,14.151911747881007,0.0
2,83,14.18685918638941,0.0
2,84,14.2911887519712,0.0
2,85,14.463399089158061,0.0
2,86,14.701104902197601,0.0
2,87,15.001193029416266,0.0
2,88,15.360007618798123,0.0
2,89,15.773541470670756,0.0
2,90,16.04484543158333,0.0
2,91,15.95197718004389,0.0
2,92,15.920900716513954,0.0
2,93,15.95197718004389,0.0
2,94,16.04484543158333,0.0
2,95,16.19844271897017,0.0
2,96,16.41106397277043,0.0
2,97,16.680452256762507,0.0
2,98,17.003909750414703,0.0
2,99,17.378417607885865,0.0
3,0,2.983959137892634,0.0
3,1,1.9893060918948198,0.0
3,2,0.9946530429169422,0.0
3,3,0.0,0.0
3,4,0.9946530429169422,0.0
3,5,1.9893060918948198,0.0
3,6,2.983959137892634,0.0
3,7,3.9786121779101586,0.0
3,8,4.973265212571632,0.0
3,9,5.967918240084981,0.0
3,10,3.4690773381406936,0.0
3,11,2.662175389327755,0.0
3,12,2.0294792248305655,0.0
3,13,1.768988967237887,0.0
3,14,2.0294792248305655,0.0
