name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,733,1125587458,,yes,,,,"POLYGON ((55.2762287 25.2049342, 55.2762649 25.2049342, 55.2762649 25.2048966, 55.2762287 25.2048966, 55.2762287 25.2049342))",POINT (55.276246799999996 25.2049154),,1
,734,1125587460,,yes,,,,"POLYGON ((55.2764361 25.2044888, 55.2764412 25.2045499, 55.2766136 25.2045382, 55.2766029 25.2044087, 55.2764304 25.2044204, 55.2764361 25.2044888))",POINT (55.276522022641835 25.20447929391775),,1
,735,1125587463,,yes,,,,"POLYGON ((55.277029 25.2043681, 55.2768577 25.2043842, 55.2768669 25.2044645, 55.2770383 25.2044483, 55.277029 25.2043681))",POINT (55.276947959553226 25.204416280808573),,1
,736,1125587465,,yes,,,,"POLYGON ((55.2776275 25.2043238, 55.2776282 25.2043592, 55.2776109 25.2043594, 55.2776113 25.2043786, 55.2776644 25.2043778, 55.277664 25.204358, 55.2776832 25.2043577, 55.2776825 25.2043229, 55.2776275 25.2043238))",POINT (55.277649182004126 25.204350482979322),,1
,737,1125587468,,yes,,,,"POLYGON ((55.2778025 25.2042938, 55.2778048 25.2043733, 55.2779348 25.2043702, 55.2779325 25.2042908, 55.2778025 25.2042938))",POINT (55.2778686363781 25.204332025467025),,1
,738,1125587470,,yes,,,,"POLYGON ((55.2794728 25.2039995, 55.2795014 25.2039992, 55.2795007 25.2039471, 55.2794722 25.2039474, 55.2794728 25.2039995))",POINT (55.27948677523768 25.203973315204742),,1
,739,1125587472,,yes,,,,"POLYGON ((55.2793195 25.203792, 55.2793846 25.2037888, 55.2793874 25.2038359, 55.2794248 25.2038341, 55.2794194 25.2037434, 55.2793169 25.2037485, 55.2793195 25.203792))",POINT (55.27937943727966 25.203780093767847),,1
,740,1125587474,,yes,,,,"POLYGON ((55.2790102 25.2038624, 55.2791242 25.2038491, 55.2791161 25.2037925, 55.2790021 25.2038059, 55.2790102 25.2038624))",POINT (55.27906316643873 25.203827472482832),,1
,741,1125587476,,yes,,,,"POLYGON ((55.2789934 25.204079, 55.2791698 25.2040602, 55.279161 25.2039932, 55.2789847 25.204012, 55.2789934 25.204079))",POINT (55.279077227714 25.204036102876724),,1
,742,1125587478,,yes,,,,"POLYGON ((55.2793948 25.2042484, 55.2793902 25.2041831, 55.2793382 25.2041861, 55.2793428 25.2042514, 55.2793948 25.2042484))",POINT (55.279366499999995 25.204217250000003),,1
,743,1125587480,,yes,,,,"POLYGON ((55.2793382 25.2041861, 55.2793126 25.2041876, 55.2793172 25.2042529, 55.2793428 25.2042514, 55.2793382 25.2041861))",POINT (55.279327699999996 25.204219499999997),,1
,744,1125587483,,yes,,,,"POLYGON ((55.2795022 25.2043047, 55.2795204 25.2043037, 55.2795115 25.2041762, 55.2794527 25.2041795, 55.2793902 25.2041831, 55.2793948 25.2042484, 55.2794477 25.2042453, 55.2794521 25.2043076, 55.279477 25.2043062, 55.2795022 25.2043047))",POINT (55.27946394165868 25.20423402106368),,1
,745,1125587485,,yes,,,,"POLYGON ((55.2792714 25.2043277, 55.2792743 25.2043685, 55.2792926 25.2043675, 55.2792913 25.2043482, 55.2793401 25.2043454, 55.2793389 25.2043283, 55.2793359 25.2042851, 55.2793195 25.2042861, 55.2792687 25.204289, 55.2792714 25.2043277))",POINT (55.27930266861688 25.20432050185517),,1
,746,1125587487,,yes,,,,"POLYGON ((55.2792926 25.2043675, 55.2792957 25.2044112, 55.2794523 25.2044022, 55.279449 25.2043544, 55.2794467 25.2043221, 55.2793389 25.2043283, 55.2793401 25.2043454, 55.2792913 25.2043482, 55.2792926 25.2043675))",POINT (55.279375199931565 25.204368674952004),,1
,747,1125587489,,yes,,,,"POLYGON ((55.279247 25.204414, 55.2792533 25.2045037, 55.279302 25.2045009, 55.2792957 25.2044112, 55.279247 25.204414))",POINT (55.27927450000001 25.204457450000003),,1
,748,1125587492,,yes,,,,"POLYGON ((55.2798922 25.2045121, 55.2797719 25.2045228, 55.279731 25.2045264, 55.279738 25.2045909, 55.2798992 25.2045766, 55.2798922 25.2045121))",POINT (55.27981510362721 25.204551506734173),,1
,749,1125587496,,yes,,,,"POLYGON ((55.2798538 25.2041222, 55.2798014 25.2041269, 55.2798028 25.2041395, 55.2798099 25.2042051, 55.2798492 25.2042016, 55.2798486 25.2041961, 55.2798617 25.204195, 55.2798538 25.2041222))",POINT (55.27983143769614 25.204163042901506),,1
,750,1125587498,,yes,,,,"POLYGON ((55.2797968 25.2040841, 55.2796468 25.2040974, 55.2796528 25.2041528, 55.2798028 25.2041395, 55.2798014 25.2041269, 55.2797968 25.2040841))",POINT (55.27972479117604 25.20411845018886),,1
,751,1125587501,,yes,,,,"POLYGON ((55.2796664 25.2042786, 55.2796722 25.2043322, 55.279745 25.2043258, 55.2797439 25.2043163, 55.2797721 25.2043138, 55.2797673 25.2042697, 55.2796664 25.2042786))",POINT (55.279717742728955 25.204299975257335),,1
,752,1125587503,,yes,,,,"POLYGON ((55.279957 25.2043248, 55.2800453 25.204317, 55.2800366 25.2042368, 55.2799484 25.2042446, 55.2799493 25.2042536, 55.279957 25.2043248))",POINT (55.27999681008521 25.204280805066684),,1
,753,1125587505,,yes,,,,"POLYGON ((55.2799051 25.2042575, 55.2797968 25.2042671, 55.2797673 25.2042697, 55.2797721 25.2043138, 55.2797439 25.2043163, 55.279745 25.2043258, 55.2797505 25.2043253, 55.2797524 25.2043429, 55.2799476 25.2043256, 55.279957 25.2043248, 55.2799493 25.2042536, 55.2799051 25.2042575))",POINT (55.27985721611445 25.204298730834054),,1
,754,1125587507,,yes,,,,"POLYGON ((55.2801066 25.2043115, 55.2801121 25.2043628, 55.2801694 25.2043578, 55.280158 25.2042524, 55.2801007 25.2042575, 55.2801066 25.2043115))",POINT (55.280135067617216 25.204307621576465),,1
,755,1125587510,,yes,,,,"POLYGON ((55.2799379 25.2045732, 55.2800464 25.2045636, 55.280039 25.2044956, 55.2800127 25.204498, 55.2800084 25.204458, 55.2799262 25.2044653, 55.2799309 25.2045087, 55.2799379 25.2045732))",POINT (55.27998260473984 25.204518153304186),,1
,756,1125587513,,yes,,,,"POLYGON ((55.2805659 25.2040076, 55.2805397 25.2040109, 55.2805549 25.2041117, 55.2805811 25.2041085, 55.2805659 25.2040076))",POINT (55.280560401409915 25.204059669990503),,1
,757,1125587515,,yes,,,,"POLYGON ((55.2804519 25.2040216, 55.2803581 25.2040332, 55.2803603 25.204048, 55.2803323 25.2040514, 55.2803418 25.2041146, 55.2803534 25.2041918, 55.2803846 25.204188, 55.2803794 25.2041532, 55.28047 25.2041421, 55.2804519 25.2040216))",POINT (55.2803991486614 25.20409649673861),,1
,758,1125587518,,yes,,,,"POLYGON ((55.2802907 25.2040565, 55.2803002 25.2041197, 55.2803418 25.2041146, 55.2803323 25.2040514, 55.2802907 25.2040565))",POINT (55.28031625 25.204085550000002),,1
,759,1125587520,,yes,,,,"POLYGON ((55.2803148 25.204217, 55.280325 25.204285, 55.2803295 25.2043149, 55.2804023 25.2043059, 55.2803846 25.204188, 55.2803534 25.2041918, 55.2803564 25.2042119, 55.2803148 25.204217))",POINT (55.28035951269109 25.204256495537155),,1
,760,1125587522,,yes,,,,"POLYGON ((55.2803148 25.204217, 55.2802716 25.2042223, 55.2802817 25.2042903, 55.280325 25.204285, 55.2803148 25.204217))",POINT (55.28029827755841 25.204253662788602),,1
,761,1125587525,,yes,,,,"POLYGON ((55.2808016 25.2043782, 55.280827 25.2043755, 55.2808164 25.2042933, 55.2807567 25.2042996, 55.2807652 25.2043657, 55.2807673 25.2043818, 55.2808016 25.2043782))",POINT (55.28079184512841 25.204337557076297),,1
,762,1125587527,,yes,,,,"POLYGON ((55.2807652 25.2043657, 55.2806658 25.2043762, 55.2806737 25.2044375, 55.2807015 25.2044345, 55.2807636 25.204428, 55.2808075 25.2044233, 55.2808016 25.2043782, 55.2807673 25.2043818, 55.2807652 25.2043657))",POINT (55.280733240476394 25.20440178618208),,1
,763,1125587529,,yes,,,,"POLYGON ((55.2805825 25.2043797, 55.2805772 25.2043479, 55.280538 25.2043532, 55.2805433 25.204385, 55.2805825 25.2043797))",POINT (55.28056025000001 25.204366450000002),,1
,764,1125587531,,yes,,,,"POLYGON ((55.2805433 25.204385, 55.2805555 25.2044587, 55.2806428 25.2044468, 55.2806305 25.2043731, 55.2805825 25.2043797, 55.2805433 25.204385))",POINT (55.28059302995501 25.204415918742495),,1
,765,1125587533,,yes,,,,"POLYGON ((55.2803521 25.2044302, 55.2803602 25.2044787, 55.280363 25.2044957, 55.2805252 25.2044736, 55.2805234 25.2044631, 55.2805143 25.2044081, 55.2804399 25.2044183, 55.2803521 25.2044302))",POINT (55.28043864545137 25.204451914667892),,1
,766,1125588099,,yes,,,,"POLYGON ((55.2583404 25.1985642, 55.258417 25.1985201, 55.2583894 25.198481, 55.2583129 25.1985251, 55.2583404 25.1985642))",POINT (55.25836493381851 25.198522599176187),,1
,767,1125588102,,yes,,,,"POLYGON ((55.2584474 25.1987592, 55.2584875 25.1988162, 55.2585069 25.1988438, 55.2585999 25.1987902, 55.2585404 25.1987057, 55.2584474 25.1987592))",POINT (55.25852364801711 25.198774731174375),,1
,768,1125588104,,yes,,,,"POLYGON ((55.2584065 25.1988629, 55.2584259 25.1988905, 55.2585069 25.1988438, 55.2584875 25.1988162, 55.2584471 25.1988395, 55.258431 25.1988488, 55.2584065 25.1988629))",POINT (55.25845670476516 25.198853351758174),,1
,769,1125588106,,yes,,,,"POLYGON ((55.2582724 25.1988262, 55.2583488 25.1989349, 55.2584259 25.1988905, 55.2584065 25.1988629, 55.2583651 25.1988868, 55.2583213 25.1988245, 55.258308 25.1988057, 55.2582945 25.1988135, 55.2582724 25.1988262))",POINT (55.25834370807013 25.198874472658765),,1
,770,1125588108,,yes,,,,"POLYGON ((55.2580547 25.1989437, 55.2580708 25.198964, 55.2580987 25.198946, 55.2580826 25.1989256, 55.2580547 25.1989437))",POINT (55.258076705040565 25.19894481693015),,1
,771,1125588110,,yes,,,,"POLYGON ((55.2580367 25.1988446, 55.2581689 25.1990255, 55.2582652 25.1989678, 55.258133 25.198787, 55.2581216 25.1987938, 55.2580367 25.1988446))",POINT (55.258150950794565 25.198906231291133),,1
,772,1125588112,,yes,,,,"POLYGON ((55.2583588 25.198712, 55.2584963 25.1986328, 55.2584428 25.1985568, 55.2583258 25.1986242, 55.2583053 25.198636, 55.2583181 25.1986541, 55.2583588 25.198712))",POINT (55.258400812725945 25.198634396081047),,1
,773,1125588125,,yes,,,,"POLYGON ((55.2582928 25.2006143, 55.2583112 25.2006356, 55.258336 25.200618, 55.2583175 25.2005967, 55.2582928 25.2006143))",POINT (55.258314383105315 25.200616151407935),,1
,774,1125588127,,yes,,,,"POLYGON ((55.2584837 25.200494, 55.2585175 25.2005391, 55.2585653 25.2005097, 55.2585315 25.2004646, 55.2584837 25.200494))",POINT (55.25852450000001 25.200501850000002),,1
,775,1125588129,,yes,,,,"POLYGON ((55.2580953 25.2007997, 55.258161 25.2008913, 55.2581966 25.2008704, 55.2581309 25.2007788, 55.2580953 25.2007997))",POINT (55.25814595 25.20083505),,1
,776,1125588131,,yes,,,,"POLYGON ((55.2580474 25.2007311, 55.2580839 25.2007817, 55.2581345 25.2007518, 55.258098 25.2007012, 55.2580474 25.2007311))",POINT (55.258090949999996 25.20074145),,1
,777,1125588133,,yes,,,,"POLYGON ((55.258184 25.2009848, 55.2582269 25.2010445, 55.258269 25.2010198, 55.2582261 25.2009601, 55.258184 25.2009848))",POINT (55.25822649999999 25.201002299999995),,1
,778,1125588135,,yes,,,,"POLYGON ((55.2579583 25.2011193, 55.2579951 25.2011655, 55.2580841 25.2011075, 55.2580473 25.2010613, 55.2579583 25.2011193))",POINT (55.25802119999998 25.201113399999997),,1
,779,1125588138,,yes,,,,"POLYGON ((55.257731 25.2018021, 55.2578092 25.2017537, 55.25779 25.2017284, 55.2577119 25.2017768, 55.257731 25.2018021))",POINT (55.257760537244245 25.20176524511468),,1
,780,1125588140,,yes,,,,"POLYGON ((55.2577312 25.2020462, 55.2577523 25.2020717, 55.2578084 25.2020336, 55.2577873 25.2020081, 55.2577312 25.2020462))",POINT (55.25776979999999 25.2020399),,1
,781,1125593633,,yes,,,,"POLYGON ((55.258577 25.1989723, 55.2585451 25.1989916, 55.2585699 25.1990252, 55.2586018 25.1990058, 55.258577 25.1989723))",POINT (55.25857344783582 25.19899873279133),,1
,782,1125593635,,yes,,,,"POLYGON ((55.2586272 25.1990401, 55.2587159 25.1989863, 55.258647 25.1988933, 55.2585583 25.1989471, 55.258577 25.1989723, 55.2586018 25.1990058, 55.2586272 25.1990401))",POINT (55.258637105468424 25.19896669809276),,1
,783,1125593637,,yes,,,,"POLYGON ((55.2585009 25.1993098, 55.2584568 25.1992494, 55.258295 25.1993459, 55.2583391 25.1994063, 55.2583943 25.1993734, 55.2585009 25.1993098))",POINT (55.25839795172024 25.199327854505785),,1
,784,1125593639,,yes,,,,"POLYGON ((55.2585817 25.1993336, 55.2586514 25.1994292, 55.2586786 25.1994665, 55.2587195 25.1994421, 55.2587027 25.1994191, 55.2586391 25.1993317, 55.258582 25.1992534, 55.2585506 25.1992722, 55.2585912 25.1993279, 55.2585817 25.1993336))",POINT (55.25863500211757 25.199364141823605),,1
,785,1125593643,,yes,,,,"POLYGON ((55.2589026 25.1994358, 55.2589407 25.1994125, 55.2589778 25.1993898, 55.2590131 25.1993683, 55.2589714 25.1993126, 55.258861 25.19938, 55.2588888 25.1994172, 55.2589026 25.1994358))",POINT (55.25893702468523 25.1993741667572),,1
,786,1125593645,,yes,,,,"POLYGON ((55.2589064 25.1994947, 55.258931 25.1995277, 55.2589787 25.1994986, 55.2589541 25.1994656, 55.2589064 25.1994947))",POINT (55.25894254999999 25.19949665),,1
,787,1125593647,,yes,,,,"POLYGON ((55.2589115 25.1995707, 55.2589678 25.199646, 55.2589493 25.1996573, 55.2589761 25.1996933, 55.2591253 25.1996021, 55.2590742 25.1995337, 55.2590422 25.1994908, 55.2589947 25.1995199, 55.2589115 25.1995707))",POINT (55.25901638113233 25.199590045240694),,1
,788,1125593648,,yes,,,,"POLYGON ((55.2588338 25.1995486, 55.2589257 25.1996717, 55.2589493 25.1996573, 55.2589678 25.199646, 55.2589115 25.1995707, 55.2588978 25.1995523, 55.2589176 25.1995402, 55.2588956 25.1995108, 55.2588338 25.1995486))",POINT (55.25890037344446 25.199590665051304),,1
,789,1125593650,,yes,,,,"POLYGON ((55.2596659 25.1995108, 55.259857 25.1993995, 55.2599714 25.1995603, 55.2600436 25.1995304, 55.2599209 25.1993617, 55.2598374 25.1993472, 55.2596375 25.1994613, 55.2596659 25.1995108))",POINT (55.25985895417986 25.19944270800696),,1
,790,1125593653,,yes,,,,"POLYGON ((55.2593154 25.1996875, 55.2595541 25.1995468, 55.2595131 25.1994898, 55.2592743 25.1996306, 55.2593154 25.1996875))",POINT (55.25941423333333 25.199588666666667),,1
,791,1125593656,,yes,,,,"POLYGON ((55.2590927 25.199143, 55.2591216 25.199177, 55.2591615 25.1991493, 55.2591326 25.1991153, 55.2590927 25.199143))",POINT (55.259127099999986 25.199146149999994),,1
,792,1125593658,,yes,,,,"POLYGON ((55.2588917 25.1986787, 55.2589174 25.1987109, 55.2589877 25.1986652, 55.2589621 25.1986329, 55.2588917 25.1986787))",POINT (55.25893972559425 25.198671917754968),,1
,793,1125593660,,yes,,,,"POLYGON ((55.2592007 25.1985062, 55.2591012 25.1985621, 55.2591305 25.1986049, 55.2592301 25.1985491, 55.2592007 25.1985062))",POINT (55.25916564739137 25.19855556356797),,1
,794,1125593662,,yes,,,,"POLYGON ((55.2585449 25.1981689, 55.2585731 25.1982514, 55.258559 25.1983109, 55.2586193 25.1983206, 55.2586824 25.1983758, 55.2587494 25.1983649, 55.2588165 25.198292, 55.2587776 25.1981804, 55.2587038 25.1981337, 55.2586609 25.19811, 55.2586039 25.1981209, 55.2585449 25.1981689))",POINT (55.25867842107737 25.198242211177114),,1
,795,1125593664,,yes,,,,"POLYGON ((55.259203 25.1998438, 55.2592277 25.1998797, 55.2593319 25.1998211, 55.2593073 25.1997852, 55.259203 25.1998438))",POINT (55.25926746376375 25.199832453446323),,1
,796,1125593666,,yes,,,,"POLYGON ((55.2589532 25.1999841, 55.2590055 25.1999548, 55.2590425 25.199934, 55.259019 25.1998996, 55.2589297 25.1999498, 55.2589532 25.1999841))",POINT (55.258986120855965 25.199941871567972),,1
,797,1125593670,,yes,,,,"POLYGON ((55.2586359 25.1995895, 55.2586681 25.1996349, 55.25878 25.1995697, 55.2587034 25.1994619, 55.2586491 25.1994935, 55.2586935 25.1995559, 55.2586359 25.1995895))",POINT (55.25870413483524 25.19955131245299),,1
,798,1125597570,,yes,,,,"POLYGON ((55.2607539 25.2010509, 55.2607775 25.2010844, 55.260861 25.2012032, 55.2609092 25.2011754, 55.2608022 25.2010232, 55.2607539 25.2010509))",POINT (55.260831578759905 25.201113171250146),,1
,799,1125597573,,yes,,,,"POLYGON ((55.2601629 25.201092, 55.2602183 25.2011707, 55.260289 25.20113, 55.2602335 25.2010513, 55.2601883 25.2010773, 55.2601629 25.201092))",POINT (55.260225924700414 25.20111099515632),,1
,800,1125597574,,yes,,,,"POLYGON ((55.2603044 25.2013579, 55.2603311 25.2013965, 55.2603673 25.2014491, 55.2603789 25.2014659, 55.2604633 25.2014182, 55.2603889 25.2013102, 55.2603044 25.2013579))",POINT (55.260383879367446 25.20138804186565),,1
,801,1125597576,,yes,,,,"POLYGON ((55.2598827 25.2016218, 55.2599135 25.2016612, 55.2599433 25.2016422, 55.2599125 25.2016027, 55.2598827 25.2016218))",POINT (55.25991299971346 25.201631966570208),,1
,802,1125597578,,yes,,,,"POLYGON ((55.259833 25.2015466, 55.2600109 25.2014468, 55.2599782 25.2013991, 55.2598004 25.2014989, 55.259833 25.2015466))",POINT (55.25990563870223 25.20147284454607),,1
,803,1125597583,,yes,,,,"POLYGON ((55.259638 25.2012852, 55.2596772 25.2013372, 55.2597118 25.2013158, 55.2596727 25.2012638, 55.2596557 25.2012742, 55.259638 25.2012852))",POINT (55.25967490548009 25.201300478484853),,1
,804,1125597585,,yes,,,,"POLYGON ((55.2600165 25.2010294, 55.2601775 25.201258, 55.260214 25.201237, 55.260243 25.2012203, 55.2602503 25.2012161, 55.2602183 25.2011707, 55.2601629 25.201092, 55.2600893 25.2009875, 55.2600165 25.2010294))",POINT (55.26013339570089 25.201122748313868),,1
,805,1125597588,,yes,,,,"POLYGON ((55.2600795 25.1990365, 55.2601117 25.1990784, 55.2601529 25.1990524, 55.2601208 25.1990105, 55.2600795 25.1990365))",POINT (55.26011621713688 25.199044446491502),,1
,806,1125597592,,yes,,,,"POLYGON ((55.2600059 25.1972951, 55.2599798 25.1972695, 55.2598727 25.1973588, 55.2598988 25.1973843, 55.2599537 25.1973385, 55.2600059 25.1972951))",POINT (55.259939306961 25.197326898264052),,1
,807,1125597594,,yes,,,,"POLYGON ((55.2592869 25.2001911, 55.2593352 25.2001963, 55.2593408 25.200153, 55.2592925 25.2001478, 55.2592869 25.2001911))",POINT (55.25931384999999 25.200172049999995),,1
,808,1125597595,,yes,,,,"POLYGON ((55.2591528 25.2000712, 55.2592156 25.2001628, 55.2592682 25.2001333, 55.2592054 25.2000417, 55.2591528 25.2000712))",POINT (55.259210499999995 25.200102249999997),,1
,809,1125597598,,yes,,,,"POLYGON ((55.2596074 25.2010001, 55.2597323 25.2009266, 55.2597621 25.200909, 55.2598756 25.2008423, 55.2598552 25.2008139, 55.2598509 25.200808, 55.2595827 25.2009658, 55.2596074 25.2010001))",POINT (55.25972913449856 25.20090404625973),,1
,810,1125597600,,yes,,,,"POLYGON ((55.2594555 25.2010078, 55.2595185 25.2010952, 55.2595787 25.2010596, 55.2595477 25.2010167, 55.2595239 25.2009837, 55.2595157 25.2009723, 55.2594555 25.2010078))",POINT (55.25951709253928 25.201033739761947),,1
,811,1125597602,,yes,,,,"POLYGON ((55.2593992 25.198778, 55.2594481 25.1988436, 55.2595178 25.198801, 55.2594688 25.1987354, 55.2593992 25.198778))",POINT (55.2594584827371 25.19878950311653),,1
,812,1125598908,,yes,,,,"POLYGON ((55.2600329 25.2001936, 55.2600572 25.2002277, 55.2601533 25.2001715, 55.260129 25.2001374, 55.2600329 25.2001936))",POINT (55.2600931 25.20018255),,1
,813,1125598909,,yes,,,,"POLYGON ((55.2599091 25.2002659, 55.2599483 25.2003208, 55.260072 25.2002484, 55.2600572 25.2002277, 55.2600329 25.2001936, 55.2599091 25.2002659))",POINT (55.259990547936034 25.200257189491314),,1
,814,1125598911,,yes,,,,"POLYGON ((55.2610412 25.2002237, 55.2611415 25.2001599, 55.2611169 25.2001283, 55.2610166 25.200192, 55.2610412 25.2002237))",POINT (55.261079033387034 25.20017598760296),,1
,815,1125598914,,yes,,,,"POLYGON ((55.2606644 25.2004069, 55.2607009 25.200457, 55.2608351 25.2003769, 55.2607987 25.2003269, 55.2607034 25.2003837, 55.2606644 25.2004069))",POINT (55.26074975576274 25.200391943522696),,1
,816,1125598916,,yes,,,,"POLYGON ((55.2605779 25.2003721, 55.2606178 25.2004268, 55.2606485 25.2004085, 55.2606086 25.2003538, 55.2605779 25.2003721))",POINT (55.26061320000001 25.200390300000006),,1
,817,1125598918,,yes,,,,"POLYGON ((55.2605513 25.2002002, 55.2605802 25.200181, 55.2605735 25.2001727, 55.2605938 25.2001592, 55.2605695 25.2001293, 55.260544 25.2000978, 55.2604948 25.2001305, 55.2605513 25.2002002))",POINT (55.26054562020881 25.200147916991245),,1
,818,1125598920,,yes,,,,"POLYGON ((55.2609389 25.2001361, 55.2609795 25.2001872, 55.2610552 25.2001379, 55.2610137 25.2000859, 55.2609958 25.2000976, 55.2609736 25.2000697, 55.26094 25.2000916, 55.260963 25.2001204, 55.2609389 25.2001361))",POINT (55.26099131370014 25.200128483055845),,1
,819,1125598923,,yes,,,,"POLYGON ((55.260214 25.201237, 55.2602686 25.2013146, 55.2602976 25.2012979, 55.260243 25.2012203, 55.260214 25.201237))",POINT (55.26025579999999 25.201267449999996),,1
,820,1125598924,,yes,,,,"POLYGON ((55.2602721 25.2009572, 55.2603081 25.2010083, 55.2602931 25.2010169, 55.2602649 25.2010332, 55.260287 25.2010646, 55.260366 25.2010191, 55.2603079 25.2009366, 55.2602721 25.2009572))",POINT (55.26031228070385 25.201003362179783),,1
,821,1125604432,,yes,,,,"POLYGON ((55.2615007 25.200459, 55.2615981 25.2005936, 55.2616382 25.2005698, 55.2615409 25.2004353, 55.2615007 25.200459))",POINT (55.26156946831647 25.200514421232477),,1
,822,1125604434,,yes,,,,"POLYGON ((55.2611859 25.2006933, 55.261216 25.2007356, 55.2612202 25.2007414, 55.2613306 25.200677, 55.2612963 25.2006289, 55.2611859 25.2006933))",POINT (55.26125823958071 25.200685157839207),,1
,823,1125604436,,yes,,,,"POLYGON ((55.2611712 25.2007618, 55.2612385 25.2008562, 55.2613031 25.2009468, 55.2613479 25.2009206, 55.2612202 25.2007414, 55.261216 25.2007356, 55.2611712 25.2007618))",POINT (55.26125955012284 25.200841179091874),,1
,824,1125604438,,yes,,,,"POLYGON ((55.2623664 25.1975998, 55.2624536 25.1976871, 55.2624897 25.1976576, 55.2624025 25.1975702, 55.2623664 25.1975998))",POINT (55.26242804083694 25.197628662371244),,1
,825,1125604440,,yes,,,,"POLYGON ((55.2579246 25.2005667, 55.2579676 25.2006237, 55.2579944 25.2006072, 55.2579515 25.2005502, 55.2579246 25.2005667))",POINT (55.257959514239936 25.200586938921454),,1
,826,1125604442,,yes,,,,"POLYGON ((55.2631647 25.1981546, 55.2631992 25.1981531, 55.2631972 25.1981162, 55.2631627 25.1981177, 55.2631647 25.1981546))",POINT (55.26318095 25.1981354),,1
,827,1125604445,,yes,,,,"POLYGON ((55.2629733 25.1982612, 55.2629786 25.1982671, 55.2630346 25.1983288, 55.2630604 25.1983096, 55.2629991 25.198242, 55.2629733 25.1982612))",POINT (55.26301683761836 25.198285400173976),,1
,828,1125604447,,yes,,,,"POLYGON ((55.2629411 25.1986406, 55.2629624 25.1986624, 55.2629942 25.1986369, 55.2629729 25.1986151, 55.2629493 25.198634, 55.2629411 25.1986406))",POINT (55.26296764583234 25.198638747209287),,1
,829,1125604449,,yes,,,,"POLYGON ((55.2630899 25.1986352, 55.2630132 25.1986969, 55.2630341 25.198718, 55.2631107 25.1986564, 55.2630899 25.1986352))",POINT (55.26306197578573 25.198676619801827),,1
,830,1125604450,,yes,,,,"POLYGON ((55.2630839 25.1986291, 55.2630899 25.1986352, 55.2631107 25.1986564, 55.2631512 25.1986238, 55.2631244 25.1985965, 55.2630839 25.1986291))",POINT (55.263117551836466 25.198626448885726),,1
,831,1125604452,,yes,,,,"POLYGON ((55.2632632 25.1989335, 55.2632805 25.1989529, 55.2633081 25.1989329, 55.2632908 25.1989135, 55.2632632 25.1989335))",POINT (55.26328565000001 25.1989332),,1
,832,1125604454,,yes,,,,"POLYGON ((55.2634723 25.1988625, 55.263435 25.1988908, 55.2635165 25.1989789, 55.2635538 25.1989506, 55.2634723 25.1988625))",POINT (55.2634944 25.1989207),,1
,833,1125770135,,yes,,,,"POLYGON ((55.2825586 25.2038448, 55.2825427 25.2037637, 55.2824796 25.2037739, 55.2824956 25.203855, 55.2825586 25.2038448))",POINT (55.282519121941135 25.203809339775848),,1
,834,1125790356,,yes,,,,"POLYGON ((55.2603605 25.1967077, 55.2604063 25.1967551, 55.2604231 25.1967422, 55.2603771 25.1966946, 55.2603605 25.1967077))",POINT (55.260391756827936 25.196724896281637),,1
,835,1125790358,,yes,,,,"POLYGON ((55.2605642 25.196767, 55.2606006 25.1968062, 55.2606317 25.1967825, 55.2606471 25.1967709, 55.2606111 25.1967317, 55.2605642 25.196767))",POINT (55.260605703011734 25.196768934938838),,1
,836,1125790360,,yes,,,,"POLYGON ((55.2608755 25.196755, 55.260912 25.1967921, 55.2609555 25.1967571, 55.2609191 25.19672, 55.2608755 25.196755))",POINT (55.26091551670962 25.196756049563625),,1
,837,1125790362,,yes,,,,"POLYGON ((55.2610136 25.1972302, 55.2610428 25.1972615, 55.261167 25.1971668, 55.2611385 25.1971351, 55.2610136 25.1972302))",POINT (55.261090436995694 25.19719840648288),,1
,838,1125790363,,yes,,,,"POLYGON ((55.2611303 25.1971261, 55.2611385 25.1971351, 55.261167 25.1971668, 55.2612431 25.1971107, 55.2612064 25.1970699, 55.2611303 25.1971261))",POINT (55.261186720988384 25.197118357586863),,1
,839,1125790365,,yes,,,,"POLYGON ((55.2607938 25.1970709, 55.2608189 25.1970973, 55.2608492 25.1970738, 55.2608241 25.1970473, 55.2607938 25.1970709))",POINT (55.26082150172395 25.19707231675691),,1
,840,1125790369,,yes,,,,"POLYGON ((55.2605676 25.197049, 55.260668 25.1971568, 55.2607645 25.1970833, 55.2606641 25.1969755, 55.2605676 25.197049))",POINT (55.26066605 25.197066149999998),,1
,841,1125790371,,yes,,,,"POLYGON ((55.2604958 25.1971106, 55.26053 25.1971469, 55.2605797 25.1971086, 55.2605456 25.1970723, 55.2604958 25.1971106))",POINT (55.26053776658318 25.197109600399287),,1
,842,1125790373,,yes,,,,"POLYGON ((55.2598039 25.1977926, 55.2598165 25.1978055, 55.2598568 25.197773, 55.2598442 25.1977602, 55.2598039 25.1977926))",POINT (55.2598303368234 25.197782838215403),,1
,843,1125790375,,yes,,,,"POLYGON ((55.2583283 25.1965998, 55.258453 25.1967394, 55.2586394 25.196603, 55.2585147 25.1964635, 55.2583283 25.1965998))",POINT (55.258483846281365 25.196601433295086),,1
