name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,991,1134726040,,yes,,,,"POLYGON ((55.2771342 25.1747178, 55.2772047 25.1747899, 55.2771742 25.1748143, 55.2772086 25.1748495, 55.2772423 25.1748226, 55.2772474 25.1748278, 55.2773687 25.1747307, 55.2773325 25.1746937, 55.2773533 25.174677, 55.2772794 25.1746015, 55.2771342 25.1747178))",POINT (55.277253710557176 25.17472306248558),,1
,992,1134738055,,yes,,,,"POLYGON ((55.2781906 25.1762565, 55.2782819 25.1763173, 55.2783042 25.1762899, 55.2783442 25.1763166, 55.2784518 25.1761843, 55.2784347 25.176173, 55.2784521 25.1761516, 55.2784191 25.1761296, 55.2784009 25.176152, 55.2783196 25.1760978, 55.2781906 25.1762565))",POINT (55.278325098971514 25.17621323473408),,1
,993,1134738057,,yes,,,,"POLYGON ((55.2778365 25.1760148, 55.2779272 25.1760761, 55.2779488 25.1760499, 55.2779912 25.1760786, 55.2780968 25.1759507, 55.2780799 25.1759392, 55.2781009 25.1759137, 55.2780629 25.175888, 55.278044 25.175911, 55.2779658 25.1758582, 55.2778365 25.1760148))",POINT (55.277972358200216 25.175973442086505),,1
,994,1134738059,,yes,,,,"POLYGON ((55.2798404 25.1756738, 55.2800497 25.1756744, 55.28005 25.1755829, 55.2800799 25.175583, 55.2800801 25.1755392, 55.2798408 25.1755386, 55.2798404 25.1756738))",POINT (55.27995056971623 25.175604468869565),,1
,995,1134738061,,yes,,,,"POLYGON ((55.2798399 25.1752929, 55.2800988 25.1752964, 55.2801001 25.1752214, 55.2800799 25.1752211, 55.2800808 25.1751664, 55.2798421 25.1751631, 55.2798399 25.1752929))",POINT (55.27996636198278 25.175230989712805),,1
,996,1134742219,,yes,,,,"POLYGON ((55.277456 25.1757345, 55.2775435 25.175797, 55.2775673 25.1757697, 55.2776096 25.1757999, 55.2777183 25.1756751, 55.2777007 25.1756626, 55.2777237 25.1756362, 55.2776894 25.1756117, 55.2776685 25.1756357, 55.2775905 25.1755801, 55.277456 25.1757345))",POINT (55.277593113245395 25.175695314167967),,1
,997,1134742221,,yes,,,,"POLYGON ((55.2770892 25.1754663, 55.2771259 25.1754986, 55.277146 25.1754799, 55.2772308 25.1755544, 55.2772732 25.175515, 55.2772025 25.1754529, 55.2772482 25.1754103, 55.2772933 25.1754499, 55.2773433 25.1754033, 55.277358 25.1754162, 55.2774049 25.1753725, 55.2773402 25.1753156, 55.2773244 25.1753304, 55.2772785 25.17529, 55.2770892 25.1754663))",POINT (55.27724616476498 25.175411908793283),,1
,998,1134742223,,yes,,,,"POLYGON ((55.276828 25.1751568, 55.2768846 25.1752109, 55.2768739 25.1752201, 55.2769239 25.1752679, 55.277083 25.1751317, 55.2770261 25.1750772, 55.2770476 25.1750588, 55.2769979 25.1750113, 55.276828 25.1751568))",POINT (55.2769573998049 25.175141021000048),,1
,999,1134742225,,yes,,,,"POLYGON ((55.2786155 25.1764865, 55.2787184 25.1765335, 55.2787368 25.1765004, 55.2787813 25.1765208, 55.2788611 25.1763777, 55.2788412 25.1763686, 55.2788595 25.176336, 55.2788214 25.1763186, 55.2788035 25.1763507, 55.278714 25.1763098, 55.2786155 25.1764865))",POINT (55.27874215788675 25.176422210099314),,1
,1000,1134745953,,yes,,,,"POLYGON ((55.2803716 25.175119, 55.2805801 25.1751178, 55.2805795 25.1750398, 55.2805909 25.1750398, 55.2805905 25.1749875, 55.2803508 25.174989, 55.2803512 25.175044, 55.2803711 25.1750438, 55.2803716 25.175119))",POINT (55.2804733165534 25.175051097183736),,1
,1001,1134745956,,yes,,,,"POLYGON ((55.2803808 25.1745268, 55.280359 25.1745271, 55.2803598 25.1745816, 55.2806027 25.1745786, 55.2806019 25.1745259, 55.2805794 25.1745261, 55.2805782 25.1744459, 55.2803796 25.1744483, 55.2803808 25.1745268))",POINT (55.28047995387649 25.17451687623411),,1
,1002,1134745958,,yes,,,,"POLYGON ((55.2803545 25.1756589, 55.2805973 25.175662, 55.2805982 25.1756018, 55.2805719 25.1756014, 55.2805729 25.1755338, 55.2803807 25.1755314, 55.2803796 25.1756059, 55.2803553 25.1756056, 55.2803545 25.1756589))",POINT (55.28047700051958 25.175600243304284),,1
,1003,1134747891,,yes,,,,"POLYGON ((55.2682971 25.1759605, 55.2682976 25.1759941, 55.2683345 25.1759937, 55.268334 25.1759601, 55.2682971 25.1759605))",POINT (55.2683158 25.175977099999997),,1
,1004,1134747893,,yes,,,,"POLYGON ((55.2703071 25.1765141, 55.2703647 25.1765202, 55.2704435 25.176184, 55.2703858 25.1761798, 55.2703071 25.1765141))",POINT (55.27037526318168 25.176349691767314),,1
,1005,1134747895,,yes,,,,"POLYGON ((55.2699891 25.1747724, 55.2700238 25.1747738, 55.270025 25.1747482, 55.2699903 25.1747468, 55.2699891 25.1747724))",POINT (55.270007050000004 25.174760300000003),,1
,1006,1135056108,,yes,,,,"POLYGON ((55.2577716 25.1915382, 55.2578065 25.1915737, 55.257875 25.1915185, 55.2578401 25.191483, 55.2577716 25.1915382))",POINT (55.2578233 25.191528350000002),,1
,1007,1135063644,,yes,,,,"POLYGON ((55.2628679 25.1774716, 55.2629196 25.177533, 55.262991 25.1774839, 55.2629393 25.1774224, 55.2628679 25.1774716))",POINT (55.26292945291676 25.177477716958105),,1
,1008,1135063646,,yes,,,,"POLYGON ((55.2620835 25.1780351, 55.2621067 25.1780189, 55.2620839 25.1779922, 55.2620607 25.1780084, 55.2620835 25.1780351))",POINT (55.26208370000001 25.178013650000004),,1
,1009,1135063648,,yes,,,,"POLYGON ((55.2620363 25.1780255, 55.2620149 25.1780405, 55.2620378 25.1780672, 55.2620591 25.1780522, 55.2620363 25.1780255))",POINT (55.26203701650644 25.178046345545823),,1
,1010,1135063650,,yes,,,,"POLYGON ((55.2615116 25.180075, 55.2615453 25.180075, 55.2615453 25.1800407, 55.2615116 25.1800407, 55.2615116 25.180075))",POINT (55.26152845 25.180057849999997),,1
,1011,1135063652,,yes,,,,"POLYGON ((55.2587818 25.1755433, 55.2588082 25.17557, 55.2588285 25.1755536, 55.2588021 25.1755269, 55.2587818 25.1755433))",POINT (55.25880515000001 25.175548450000004),,1
,1012,1135063654,,yes,,,,"POLYGON ((55.2580069 25.1758018, 55.2580317 25.1757801, 55.2580069 25.1757571, 55.2579822 25.1757788, 55.2580069 25.1758018))",POINT (55.258006933333334 25.17577945043771),,1
,1013,1135063658,,yes,,,,"POLYGON ((55.2583503 25.1772961, 55.2584033 25.1772587, 55.2583604 25.177209, 55.2583075 25.1772464, 55.2583503 25.1772961))",POINT (55.258355383088826 25.177252552108484),,1
,1014,1135063660,,yes,,,,"POLYGON ((55.2618083 25.1780618, 55.2619326 25.1779819, 55.2618914 25.1779293, 55.2617671 25.1780091, 55.2618083 25.1780618))",POINT (55.26184983834592 25.177995535248684),,1
,1015,1135079473,,yes,,,,"POLYGON ((55.2587153 25.1720093, 55.2587541 25.1720493, 55.2587594 25.172045, 55.2587957 25.1720824, 55.2587572 25.1721129, 55.2587221 25.1720767, 55.2587325 25.1720685, 55.2587185 25.172054, 55.2586926 25.1720273, 55.2587153 25.1720093))",POINT (55.25874488232989 25.172063180174444),,1
,1016,1135079476,,yes,,,,"POLYGON ((55.2581554 25.1724916, 55.2581176 25.1724511, 55.2580675 25.1724895, 55.2581044 25.1725289, 55.2581554 25.1724916))",POINT (55.25811133037427 25.172490187642616),,1
,1017,1135084562,,yes,,,,"POLYGON ((55.2581401 25.1719373, 55.2582006 25.1720029, 55.2582446 25.1720507, 55.2582905 25.172016, 55.2581661 25.171881, 55.2581418 25.1718993, 55.2581617 25.1719209, 55.2581401 25.1719373))",POINT (55.2582105952558 25.171969709239427),,1
,1018,1135084564,,yes,,,,"POLYGON ((55.2579624 25.1720348, 55.2580853 25.1721681, 55.2581279 25.1721359, 55.2581188 25.172126, 55.2581535 25.1720999, 55.258171 25.1721189, 55.2582037 25.1720942, 55.2581528 25.172039, 55.2580724 25.1719517, 55.2580303 25.1719835, 55.2579624 25.1720348))",POINT (55.258079518110904 25.17205941157872),,1
,1019,1135084568,,yes,,,,"POLYGON ((55.2578173 25.1722806, 55.2578474 25.1722542, 55.2578265 25.1722347, 55.2577964 25.172261, 55.2578173 25.1722806))",POINT (55.25782189656767 25.172257633790977),,1
,1020,1135084570,,yes,,,,"POLYGON ((55.2580392 25.1722885, 55.258108 25.1722362, 55.2580539 25.1721778, 55.257985 25.1722301, 55.2580392 25.1722885))",POINT (55.25804651677571 25.17223314917885),,1
,1021,1135133540,,yes,,,,"POLYGON ((55.2579947 25.1726391, 55.2580387 25.1726006, 55.2579966 25.1725613, 55.2579527 25.1725998, 55.2579947 25.1726391))",POINT (55.25799568332955 25.17260020015501),,1
,1022,1135617325,,yes,,,,"POLYGON ((55.2605128 25.1720634, 55.260366 25.1721754, 55.2603398 25.1721473, 55.2601139 25.1723195, 55.2600996 25.1723042, 55.2600623 25.1723327, 55.2599753 25.1722392, 55.2600029 25.1722182, 55.2599774 25.1721908, 55.2600048 25.17217, 55.2599956 25.1721601, 55.2602137 25.1719939, 55.2602434 25.1720258, 55.2603805 25.1719213, 55.2604932 25.1720424, 55.2605128 25.1720634))",POINT (55.260229125687225 25.172125996307503),,1
St. Regis Residences Downtown,1023,1135697350,,construction,,,,"POLYGON ((55.283604 25.1932462, 55.283384 25.19312, 55.2832097 25.1930229, 55.2830756 25.1929598, 55.2834994 25.1925302, 55.2835906 25.1926103, 55.2837381 25.1927171, 55.28384 25.1927875, 55.2839178 25.1928409, 55.283604 25.1932462))",POINT (55.28351507319318 25.19289538173823),,1
,1024,1138292552,,yes,,,,"POLYGON ((55.2678327 25.184352, 55.2679092 25.1844333, 55.2679402 25.1844094, 55.2678637 25.1843281, 55.2678327 25.184352))",POINT (55.26788645 25.184380700000002),,1
,1025,1138294051,,yes,,,,"POLYGON ((55.2675578 25.1849909, 55.2676396 25.1850765, 55.2676946 25.1850334, 55.2676128 25.1849478, 55.2675578 25.1849909))",POINT (55.267626199999995 25.185012150000002),,1
,1026,1138294053,,yes,,,,"POLYGON ((55.2678622 25.1845825, 55.2678958 25.1846196, 55.2679143 25.1846058, 55.2678808 25.1845688, 55.2678622 25.1845825))",POINT (55.26788826980094 25.184594177281422),,1
,1027,1138294055,,yes,,,,"POLYGON ((55.2679957 25.1847221, 55.2680124 25.1847385, 55.2680987 25.1846662, 55.2680819 25.1846498, 55.2679957 25.1847221))",POINT (55.268047195664366 25.184694134262415),,1
,1028,1138294057,,yes,,,,"POLYGON ((55.2678694 25.184324, 55.2679526 25.184413, 55.2679689 25.1844006, 55.2679526 25.1843832, 55.2679712 25.1843689, 55.2679869 25.1843857, 55.2680033 25.1843732, 55.2679197 25.1842837, 55.2679048 25.1842952, 55.2679474 25.1843408, 55.2679284 25.1843553, 55.2678868 25.1843107, 55.2678694 25.184324))",POINT (55.26793802925332 25.1843508629755),,1
,1029,1138294060,,yes,,,,"POLYGON ((55.2679313 25.1842785, 55.2680114 25.1843677, 55.2680352 25.1843501, 55.2679551 25.184261, 55.2679313 25.1842785))",POINT (55.26798326381888 25.18431434285625),,1
,1030,1138294062,,yes,,,,"POLYGON ((55.2677026 25.1844509, 55.2677635 25.1845186, 55.2677945 25.1844958, 55.2677336 25.184428, 55.2677026 25.1844509))",POINT (55.26774854344225 25.18447331346272),,1
,1031,1138297109,,yes,,,,"POLYGON ((55.2677261 25.1836086, 55.2680131 25.1838107, 55.268039 25.1837806, 55.267752 25.1835785, 55.2677261 25.1836086))",POINT (55.26788255 25.1836946),,1
,1032,1138297111,,yes,,,,"POLYGON ((55.2677442 25.183693, 55.2678287 25.1837524, 55.2678648 25.1837105, 55.2677803 25.183651, 55.2677442 25.183693))",POINT (55.26780449145271 25.18370171542639),,1
,1033,1138582304,,yes,,,,"POLYGON ((55.2682599 25.1805969, 55.2683145 25.180604, 55.2683309 25.1804992, 55.2682763 25.1804922, 55.2682599 25.1805969))",POINT (55.26829540387348 25.180548078003202),,1
,1034,1138582306,,yes,,,,"POLYGON ((55.2677697 25.1808682, 55.2681667 25.1809192, 55.2681784 25.1808445, 55.2677814 25.1807936, 55.2677697 25.1808682))",POINT (55.26797409340634 25.18085638081625),,1
,1035,1138582309,,yes,,,,"POLYGON ((55.2713035 25.1804992, 55.2715918 25.1807128, 55.2717758 25.1805507, 55.2713922 25.180274, 55.2713035 25.1804992))",POINT (55.271519562148825 25.180505190134788),,1
,1036,1138584180,,yes,,,,"POLYGON ((55.267978 25.1838641, 55.2680038 25.183885, 55.2680819 25.1838061, 55.2680561 25.1837852, 55.267978 25.1838641))",POINT (55.26802995 25.1838351),,1
,1037,1138669933,,yes,,,,"POLYGON ((55.2627927 25.1844479, 55.2628339 25.1845104, 55.2630876 25.1843739, 55.2630464 25.1843113, 55.2627927 25.1844479))",POINT (55.262940174295125 25.18441086057023),,1
,1038,1140689289,,residential,,,,"POLYGON ((55.2779192 25.1741909, 55.2778445 25.1743597, 55.2777106 25.1743111, 55.2778008 25.1741075, 55.2778428 25.1741228, 55.2778273 25.1741576, 55.2779192 25.1741909))",POINT (55.277814859275885 25.174243823921557),,1
,1039,1140689291,,residential,,,,"POLYGON ((55.2783422 25.1744939, 55.2783604 25.1742719, 55.278412 25.1742753, 55.2784085 25.1743174, 55.2784542 25.1743204, 55.2784563 25.1742942, 55.2785045 25.1742975, 55.2784877 25.1745036, 55.2783422 25.1744939))",POINT (55.27842196281536 25.174396160373483),,1
,1040,1140689293,,residential,,,,"POLYGON ((55.2785411 25.17451, 55.2785569 25.174317, 55.2786011 25.17432, 55.2785996 25.1743378, 55.2786552 25.1743415, 55.2786584 25.1743027, 55.2787081 25.174306, 55.2786906 25.17452, 55.2785411 25.17451))",POINT (55.27862571278716 25.174417774264434),,1
,1041,1140693557,,yes,,,,"POLYGON ((55.2785027 25.1733442, 55.2786798 25.1733865, 55.2787461 25.1731591, 55.2786796 25.1731432, 55.2786684 25.1731819, 55.2786222 25.1731709, 55.2786325 25.1731354, 55.2785681 25.17312, 55.2785027 25.1733442))",POINT (55.278623298596685 25.173256744765503),,1
,1042,1140693560,,yes,,,,"POLYGON ((55.2801107 25.1735225, 55.2801036 25.1736966, 55.2803379 25.1737044, 55.2803404 25.173643, 55.2803033 25.1736418, 55.2803079 25.173529, 55.2801107 25.1735225))",POINT (55.28021289831944 25.173616565248917),,1
,1043,1140693562,,residential,,,,"POLYGON ((55.2803306 25.173943, 55.2803357 25.1737787, 55.2800699 25.1737719, 55.280068 25.1738321, 55.2801182 25.1738334, 55.2801168 25.1738775, 55.2800804 25.1738766, 55.2800785 25.1739366, 55.2803306 25.173943))",POINT (55.28020869687146 25.173856614657037),,1
,1044,1140693564,,yes,,,,"POLYGON ((55.278209 25.1739659, 55.2783932 25.1739854, 55.2784171 25.1738008, 55.2782886 25.1737871, 55.2782947 25.1737402, 55.278239 25.1737343, 55.278209 25.1739659))",POINT (55.27830953617252 25.17387457448277),,1
,1045,1140693566,,yes,,,,"POLYGON ((55.2795289 25.1741546, 55.2795967 25.1741646, 55.2796039 25.1741245, 55.2796501 25.1741314, 55.2796426 25.1741731, 55.2797122 25.1741834, 55.2797549 25.1739469, 55.2795713 25.1739198, 55.2795289 25.1741546))",POINT (55.27964283144244 25.174046759387174),,1
,1046,1140693568,,residential,,,,"POLYGON ((55.2793735 25.1746119, 55.2793804 25.1744456, 55.2794037 25.1744463, 55.2794052 25.1744091, 55.2794528 25.1744108, 55.279451 25.1744527, 55.2794805 25.1744537, 55.2794811 25.1744374, 55.2795433 25.1744395, 55.2795345 25.174651, 55.2794337 25.1746476, 55.2794351 25.174614, 55.2793735 25.1746119))",POINT (55.279460440428046 25.174534797580275),,1
,1047,1140697483,,yes,,,,"POLYGON ((55.2801496 25.1726304, 55.2801928 25.1726319, 55.2801966 25.172541, 55.2801534 25.1725395, 55.2801496 25.1726304))",POINT (55.28017309999999 25.172585699999996),,1
,1048,1140697485,,yes,,,,"POLYGON ((55.2773955 25.1728142, 55.2775085 25.1728851, 55.2774819 25.1729197, 55.2775257 25.1729472, 55.2776627 25.1727682, 55.277506 25.1726699, 55.2773955 25.1728142))",POINT (55.27752835034607 25.17279906481685),,1
,1049,1140697486,,yes,,,,"POLYGON ((55.2771584 25.172717, 55.2772002 25.1727443, 55.2772272 25.1727103, 55.2773401 25.1727839, 55.2774524 25.1726428, 55.2772978 25.172542, 55.2771584 25.172717))",POINT (55.27731122450079 25.17266604461582),,1
,1050,1140697488,,yes,,,,"POLYGON ((55.2772365 25.1721963, 55.2772889 25.1722327, 55.2773229 25.1721927, 55.2772706 25.1721563, 55.2772365 25.1721963))",POINT (55.27727971683136 25.172194500687585),,1
,1051,1140697490,,yes,,,,"POLYGON ((55.2768884 25.1729376, 55.2769291 25.1729656, 55.2769641 25.172924, 55.2769233 25.172896, 55.2768884 25.1729376))",POINT (55.276926233087494 25.172930797049897),,1
,1052,1140697492,,yes,,,,"POLYGON ((55.2773251 25.1731934, 55.2773532 25.1732146, 55.2773917 25.1731728, 55.2773635 25.1731516, 55.2773251 25.1731934))",POINT (55.27735838422106 25.173183094570266),,1
,1053,1140697496,,yes,,,,"POLYGON ((55.2770311 25.1733395, 55.2771842 25.1734413, 55.2773 25.1732988, 55.2771849 25.1732222, 55.2772095 25.1731919, 55.2771715 25.1731666, 55.2770311 25.1733395))",POINT (55.277166180305684 25.173312866947274),,1
,1054,1140697498,,residential,,,,"POLYGON ((55.276825 25.1732247, 55.2769697 25.1730322, 55.277117 25.173123, 55.2769731 25.1733145, 55.2769203 25.173282, 55.2769415 25.1732538, 55.2768987 25.1732275, 55.2768768 25.1732566, 55.276825 25.1732247))",POINT (55.27697390712908 25.173169862086468),,1
,1055,1140697500,,yes,,,,"POLYGON ((55.277758 25.172952, 55.2779549 25.173028, 55.2780226 25.1728844, 55.2778474 25.1728168, 55.2778027 25.1729117, 55.277781 25.1729033, 55.277758 25.172952))",POINT (55.277896289870874 25.172922779304123),,1
,1056,1140713075,,yes,,,,"POLYGON ((55.2757417 25.1736433, 55.275869 25.1737148, 55.2759319 25.173623, 55.2758697 25.1735881, 55.2759033 25.1735391, 55.275983 25.1735838, 55.2760302 25.1735149, 55.2758854 25.1734337, 55.2757417 25.1736433))",POINT (55.27587809667553 25.173571949923932),,1
,1057,1140713077,,yes,,,,"POLYGON ((55.2761108 25.1738666, 55.2762323 25.1739459, 55.2763021 25.1738584, 55.2762427 25.1738196, 55.2762801 25.1737728, 55.2763561 25.1738224, 55.2764084 25.1737567, 55.2762703 25.1736665, 55.2761108 25.1738666))",POINT (55.276252332163594 25.173803994549377),,1
,1058,1140713081,,residential,,,,"POLYGON ((55.2740307 25.1726003, 55.2742242 25.1725043, 55.2742724 25.1725838, 55.2742999 25.1725701, 55.2743238 25.1726094, 55.2742946 25.1726239, 55.2743023 25.1726366, 55.2741395 25.1727174, 55.2741137 25.1726748, 55.2740847 25.1726893, 55.2740307 25.1726003))",POINT (55.274175519272504 25.172612950508043),,1
,1059,1140713083,,yes,,,,"POLYGON ((55.2742714 25.1729655, 55.2743117 25.1730236, 55.274283 25.1730399, 55.274329 25.1731062, 55.2745115 25.1730025, 55.274461 25.1729297, 55.2744893 25.1729136, 55.2744657 25.1728796, 55.2744377 25.1728954, 55.2744256 25.172878, 55.2742714 25.1729655))",POINT (55.274388466155 25.172987515263824),,1
,1060,1140713085,,yes,,,,"POLYGON ((55.274541 25.1733347, 55.274593 25.1733845, 55.2745684 25.1734056, 55.2746279 25.1734625, 55.2747844 25.1733284, 55.2747191 25.1732659, 55.2747433 25.1732452, 55.2747128 25.173216, 55.2746888 25.1732365, 55.2746731 25.1732215, 55.274541 25.1733347))",POINT (55.27466050065902 25.173335536077477),,1
,1061,1140713087,,yes,,,,"POLYGON ((55.2748699 25.1736422, 55.2749284 25.1736857, 55.2749069 25.1737094, 55.2749737 25.1737591, 55.2751106 25.1736085, 55.2750372 25.1735538, 55.2750584 25.1735305, 55.2750241 25.173505, 55.2750031 25.1735281, 55.2749855 25.173515, 55.2748699 25.1736422))",POINT (55.27498863760377 25.17362950429882),,1
,1062,1140713089,,yes,,,,"POLYGON ((55.2756622 25.1741204, 55.2757161 25.174157, 55.2756935 25.1741843, 55.2757668 25.174234, 55.2758995 25.1740738, 55.2758247 25.174023, 55.275844 25.1739997, 55.2758085 25.1739756, 55.2757883 25.1739999, 55.2757715 25.1739885, 55.2756622 25.1741204))",POINT (55.27577836077135 25.174103063245685),,1
,1063,1140720579,,yes,,,,"POLYGON ((55.2750086 25.1721842, 55.2750528 25.1722479, 55.275023 25.1722648, 55.2750736 25.1723377, 55.2752876 25.172216, 55.2751928 25.1720795, 55.2750086 25.1721842))",POINT (55.27514134696564 25.1722074838317),,1
,1064,1140720580,,yes,,,,"POLYGON ((55.2752263 25.1725499, 55.2753155 25.1726618, 55.2754916 25.1725468, 55.2754436 25.1724866, 55.2754654 25.1724724, 55.2754241 25.1724206, 55.2752263 25.1725499))",POINT (55.275362996830346 25.172543200769795),,1
,1065,1140720582,,yes,,,,"POLYGON ((55.2754714 25.1729246, 55.2755078 25.1729605, 55.2755223 25.1729484, 55.2755988 25.1730237, 55.2756475 25.1729831, 55.2756338 25.1729696, 55.2758121 25.1728211, 55.2757479 25.1727579, 55.2757101 25.1727894, 55.2756751 25.172755, 55.2754714 25.1729246))",POINT (55.27564073446485 25.17287887506632),,1
,1066,1140720585,,yes,,,,"POLYGON ((55.2745532 25.172441, 55.2747355 25.1723522, 55.2746641 25.1722321, 55.2744514 25.1723356, 55.2744858 25.1723934, 55.2745161 25.1723786, 55.2745532 25.172441))",POINT (55.274599374982834 25.172338060981325),,1
,1067,1140720587,,yes,,,,"POLYGON ((55.2746493 25.1726932, 55.2746997 25.1727682, 55.2747191 25.1727575, 55.2747298 25.1727735, 55.2747141 25.1727821, 55.2747368 25.172816, 55.2749581 25.1726944, 55.2748809 25.1725793, 55.2748288 25.1726079, 55.2748724 25.1726728, 55.2748173 25.1727031, 55.2747672 25.1726284, 55.2746493 25.1726932))",POINT (55.274801426724956 25.172702189859148),,1
,1068,1140720589,,yes,,,,"POLYGON ((55.2751136 25.1729243, 55.2749452 25.1730476, 55.2750072 25.1731169, 55.274984 25.173134, 55.2750137 25.1731672, 55.2750393 25.1731484, 55.2750503 25.1731608, 55.2751808 25.1730652, 55.2751501 25.1730309, 55.2751856 25.1730049, 55.2751136 25.1729243))",POINT (55.2750713213196 25.173047809763702),,1
,1069,1140720592,,yes,,,,"POLYGON ((55.2761114 25.1733625, 55.2762082 25.1734224, 55.2762264 25.1733983, 55.27627 25.1734253, 55.276393 25.1732626, 55.2763332 25.1732256, 55.2763125 25.1732529, 55.2762319 25.173203, 55.2761114 25.1733625))",POINT (55.276249877021 25.17331686497223),,1
,1070,1140720594,,yes,,,,"POLYGON ((55.276471 25.1735868, 55.2765679 25.1736468, 55.2765861 25.1736227, 55.2766297 25.1736497, 55.2767527 25.173487, 55.2766928 25.17345, 55.2766722 25.1734773, 55.2765916 25.1734274, 55.276471 25.1735868))",POINT (55.27660953945008 25.17354125925085),,1
,1071,1140744595,,yes,,,,"POLYGON ((55.2741365 25.1718652, 55.2742339 25.172026, 55.2742857 25.1720003, 55.2743009 25.1720254, 55.2743867 25.1719828, 55.2742583 25.1717707, 55.2741906 25.1718043, 55.2742065 25.1718305, 55.2741365 25.1718652))",POINT (55.274259337539014 25.17191052898645),,1
,1072,1140744598,,yes,,,,"POLYGON ((55.2766011 25.1719996, 55.2764618 25.1721308, 55.2765702 25.1722251, 55.276536 25.1722574, 55.276579 25.1722948, 55.2767526 25.1721313, 55.2766011 25.1719996))",POINT (55.27660506509527 25.1721394780931),,1
,1073,1140744600,,yes,,,,"POLYGON ((55.2755884 25.1721889, 55.2756873 25.1723289, 55.2758112 25.1722572, 55.2757539 25.1721762, 55.275845 25.1721235, 55.2759037 25.1722065, 55.2759732 25.1721663, 55.2759071 25.1720727, 55.2759503 25.1720476, 55.2759162 25.1719992, 55.2755884 25.1721889))",POINT (55.27577845628939 25.172165196163046),,1
,1074,1140790989,,yes,,,,"POLYGON ((55.2735307 25.1721436, 55.2734817 25.1721311, 55.2734563 25.1722128, 55.2735044 25.1722261, 55.2735307 25.1721436))",POINT (55.27349334879128 25.172178328274786),,1
,1075,1140790991,,yes,,,,"POLYGON ((55.2736521 25.1722785, 55.273684 25.1722609, 55.2736639 25.1722312, 55.2736321 25.1722488, 55.2736521 25.1722785))",POINT (55.27365803241724 25.1722548536721),,1
,1076,1140790993,,yes,,,,"POLYGON ((55.2735044 25.1722261, 55.2735554 25.1722402, 55.2735814 25.1721565, 55.2735307 25.1721436, 55.2735044 25.1722261))",POINT (55.273543000924946 25.172191699163946),,1
,1077,1142240884,,yes,,,,"POLYGON ((55.2606028 25.1881814, 55.2606567 25.1882368, 55.2606936 25.1882074, 55.2606397 25.188152, 55.2606028 25.1881814))",POINT (55.2606482 25.188194400000004),,1
,1078,1142240885,,yes,,,,"POLYGON ((55.2605721 25.1881399, 55.2605999 25.1881647, 55.2606224 25.1881441, 55.2605946 25.1881193, 55.2605721 25.1881399))",POINT (55.260597250000004 25.188142),,1
,1079,1145080011,,yes,,,,"POLYGON ((55.2629464 25.1829429, 55.263098 25.1829399, 55.2630949 25.1828145, 55.2629433 25.1828176, 55.2629464 25.1829429))",POINT (55.263020660069216 25.182878724627013),,1
,1080,1145080015,,yes,,,,"POLYGON ((55.262422 25.1836517, 55.2625253 25.1836444, 55.2625238 25.1836274, 55.2624206 25.1836347, 55.262422 25.1836517))",POINT (55.26247292867332 25.18363955111236),,1
,1081,1145080017,,yes,,,,"POLYGON ((55.2626909 25.1831499, 55.2627273 25.1831493, 55.262724 25.1829527, 55.2626876 25.1829532, 55.2626909 25.1831499))",POINT (55.26270744847057 25.183051275778606),,1
,1082,1145080019,,yes,,,,"POLYGON ((55.2624663 25.1829514, 55.2626842 25.182946, 55.2626832 25.1829117, 55.2624652 25.1829171, 55.2624663 25.1829514))",POINT (55.26257472364893 25.18293154872201),,1
,1083,1145080021,,yes,,,,"POLYGON ((55.2624656 25.1832712, 55.2625903 25.1832706, 55.26259 25.1832129, 55.2624653 25.1832135, 55.2624656 25.1832712))",POINT (55.2625278 25.183242049999997),,1
,1084,1145554004,,yes,,,,"POLYGON ((55.2645611 25.1875249, 55.2645916 25.1875581, 55.2646634 25.1875041, 55.2646329 25.1874709, 55.2645611 25.1875249))",POINT (55.26461225 25.1875145),,1
,1085,1145554006,,yes,,,,"POLYGON ((55.2676114 25.1861111, 55.2676431 25.18615, 55.2676813 25.1861245, 55.2676497 25.1860856, 55.2676114 25.1861111))",POINT (55.2676463669878 25.186117796866522),,1
,1086,1145554009,,yes,,,,"POLYGON ((55.2669961 25.1841833, 55.267131 25.1843257, 55.2676904 25.1838919, 55.2675555 25.1837495, 55.2669961 25.1841833))",POINT (55.267343249999996 25.184037599999996),,1
,1087,1145554011,,yes,,,,"POLYGON ((55.2611541 25.1863562, 55.2612839 25.186279, 55.2612101 25.1861443, 55.2610723 25.1862057, 55.2611541 25.1863562))",POINT (55.26117890760005 25.18624697267053),,1
,1088,1145554013,,yes,,,,"POLYGON ((55.2610032 25.18569, 55.2610769 25.1858168, 55.261121 25.1857958, 55.2610472 25.185669, 55.2610032 25.18569))",POINT (55.26106208700371 25.185742918265355),,1
,1089,1145554015,,yes,,,,"POLYGON ((55.26092 25.1855504, 55.2609757 25.1856451, 55.2610265 25.1856206, 55.2609708 25.1855259, 55.26092 25.1855504))",POINT (55.26097325000001 25.1855855),,1
